step_no,run_id,w_m,c_m,cf_m,cf_d,kf_m,kf_d,equity
860,3kJuSc31qD09eLz,3548.914360642433,350.4122772477567,9451.595565080643,11215.88379378443,1075.3803950995207,905.9913154840469,9695.57
861,3kJuSc31qD09eLz,3522.850475460291,408.0106501877308,9715.50918084383,11623.839719912248,1011.753811577335,888.8287822008133,9854.54
862,3kJuSc31qD09eLz,3508.1495870649815,444.8133986517787,9550.059245586395,11774.15257322147,1245.517135426402,946.3564169406891,9971.97
863,3kJuSc31qD09eLz,3535.0249938964844,408.0198406204581,9466.321026980877,11652.27647936927,1171.4445193558931,1015.5133326053619,10087.0
864,3kJuSc31qD09eLz,3550.4391758441925,397.8527796883136,9743.950000047684,11854.646180992151,1327.7257798314095,1030.9037380218506,9865.58
865,3kJuSc31qD09eLz,3568.513015449047,441.4214555621147,9740.429559707642,12062.573980954745,1266.5052111102268,1135.9219150543213,10181.6
866,3kJuSc31qD09eLz,3610.3054245710373,475.6648325920105,9334.84866219759,11822.832383616105,1049.6695413123816,1094.3164085149765,10446.7
867,3kJuSc31qD09eLz,3594.7302371263504,425.9887788519263,9181.53129518032,11588.947987660313,989.3589842356741,1004.1316820383072,10401.5
868,3kJuSc31qD09eLz,3604.426125764847,414.00623717415147,9187.635640941095,11622.831722178253,949.7515180748887,688.468378290534,10155.5
869,3kJuSc31qD09eLz,3609.9322863817215,373.22951061918866,8884.045701861382,11045.226146744099,1089.774166747462,976.7062564492226,10065.0
870,3kJuSc31qD09eLz,3567.453058362007,334.1447147016879,9663.938699126244,11385.406620079117,1027.6027978565544,682.9019104391336,9475.17
871,3kJuSc31qD09eLz,3581.648951649666,354.4156032651663,9593.259624123573,11404.194649674142,1276.9978788662702,1043.4280095249414,9641.3
872,3kJuSc31qD09eLz,3577.680076122284,350.32731638103724,10008.326001882553,11745.465771374616,1147.3334554526955,1095.0809319019318,9756.88
873,3kJuSc31qD09eLz,3578.293972015381,350.8181443903595,9995.632838249207,11486.649420098103,1066.5219938340597,962.0295082330704,9457.41
874,3kJuSc31qD09eLz,3566.8301516771317,352.31716848164797,10005.431800603867,11770.188945980599,1102.2712696534581,807.9734349399805,9551.31
875,3kJuSc31qD09eLz,3557.8562891483307,363.8776364326477,9784.440971851349,11652.192632765093,1058.3809044416994,909.2277864813805,9796.86
876,3kJuSc31qD09eLz,3556.5272075533867,376.3853214532137,9685.46505266428,11786.640217815084,1065.9844414144754,768.9060164093971,9871.18
877,3kJuSc31qD09eLz,3598.491899371147,361.7396815419197,9735.437900066376,11896.913565417286,1147.1018780618906,918.3482437133789,9972.49
878,3kJuSc31qD09eLz,3584.8376833200455,398.81642428040504,9929.936391830444,12427.806215922557,1114.280889004469,859.0966078042984,10259.0
879,3kJuSc31qD09eLz,3578.9987446069717,366.98348020017147,9827.169729918242,12422.03060327234,1140.183654943481,977.4023338258266,10486.1
880,3kJuSc31qD09eLz,3569.5022160708904,311.4178369981237,9733.244534783065,12112.739037893427,1194.5765202604234,1032.3182032108307,10336.3
881,3kJuSc31qD09eLz,3558.042688190937,257.0950559359044,9714.954896688461,11970.249459282411,1090.282845173031,1005.6535344421864,10355.5
882,3kJuSc31qD09eLz,3550.7236634492874,253.98664938658476,9663.006874755025,12030.006490418375,970.0215473412536,800.6727752685547,10392.9
883,3kJuSc31qD09eLz,3532.4297270178795,284.35082782804966,9803.220603466034,12288.973650777509,945.2663935944438,713.3200117945671,10437.0
884,3kJuSc31qD09eLz,3530.5764087438583,243.54691983323573,9924.829773128033,12069.893402353946,1201.6412330772728,1062.4485250115395,10231.7
885,3kJuSc31qD09eLz,3544.011242747307,265.6983619481325,9769.768657922745,11982.981923472136,1081.6321367751807,1094.6164537668228,10416.5
886,3kJuSc31qD09eLz,3549.4022504016757,242.12679825362284,9856.672117233276,11932.904134441167,932.4170801392756,767.5044157505035,10119.8
887,3kJuSc31qD09eLz,3546.648216366768,308.84511832892895,9751.130973815918,12145.616481624544,1004.740093647968,810.2890259027481,10344.5
888,3kJuSc31qD09eLz,3564.0845144987106,290.30753599107265,9577.265378773212,12135.04344894737,1021.2615575492382,830.0874314904213,10512.2
889,3kJuSc31qD09eLz,3561.7495248913765,268.56111722788773,9585.072719216347,11664.657737065107,1141.1786399930716,947.702386111021,10055.8
890,3kJuSc31qD09eLz,3579.7919027358294,307.14989227056503,9351.483837008476,11640.351412028074,1102.822232723236,990.124049782753,10289.2
891,3kJuSc31qD09eLz,3599.83351624012,286.49764132592827,9343.749468803406,11391.959131002426,999.4098579138517,870.5627419948578,10033.0
892,3kJuSc31qD09eLz,3594.1424745321274,276.54922077897936,9846.315180301666,11874.433069642633,1021.9383215680718,761.208309173584,9896.7
893,3kJuSc31qD09eLz,3632.3234864473343,258.3983072619885,9770.806485563517,11723.557723350823,1149.6923917643726,1011.711751639843,9924.05
894,3kJuSc31qD09eLz,3635.344733595848,315.2373775690794,9597.713207960129,11756.031112127006,1174.5110553726554,980.8917145729065,10014.1
895,3kJuSc31qD09eLz,3657.2979741096497,272.34549764264375,9567.826832413673,11530.03698752448,1007.3092156974599,898.7776831388474,9924.04
896,3kJuSc31qD09eLz,3649.110917210579,276.6009669415653,9790.77881014347,11754.728165633976,1099.586099398788,933.2712444663048,9871.92
897,3kJuSc31qD09eLz,3680.34367787838,340.98317167162895,9643.369213104248,11785.69571808353,1164.90257052565,1041.078049838543,9997.17
898,3kJuSc31qD09eLz,3689.158198595047,375.0362019019667,9718.497265815735,11688.142424330115,1127.3526275875047,1000.7793511152267,9778.88
899,3kJuSc31qD09eLz,3758.674644112587,417.79022693634033,9552.962055683136,11847.557236280292,1100.059468910098,1054.71695125103,10072.8
900,3kJuSc31qD09eLz,3807.8318436145782,365.03880328685045,9518.18535041809,11862.187397837639,1004.625262436457,998.2715592384338,10164.8
901,3kJuSc31qD09eLz,3840.5087144970894,311.2910639345646,9469.152967691422,11612.587309828028,912.0026636365801,775.2385591268539,9854.87
902,3kJuSc31qD09eLz,3861.428270213306,346.46778559684753,9338.417088508606,11840.646332250908,1066.3797347992659,773.2004108428955,10001.2
903,3kJuSc31qD09eLz,3873.4856852293015,387.0350841283798,9172.329293772578,11869.038616092876,1251.1167313456535,1061.6585533618927,10246.7
904,3kJuSc31qD09eLz,3876.7504267692566,331.6979581391206,9164.375816345215,11726.443645574152,1173.5422278940678,991.5944222211838,10171.7
905,3kJuSc31qD09eLz,3891.37766623497,339.32774010673165,9043.263941764832,11648.203059677035,1155.845136962831,997.1714344024658,10215.6
906,3kJuSc31qD09eLz,3865.3734724521637,304.4579158015549,9127.889452133328,11678.462746756151,1081.7399007305503,961.4471678733826,10260.4
907,3kJuSc31qD09eLz,3844.1306407088414,278.4754058457911,9100.226302027702,11528.376570567489,1113.1490574032068,989.813839673996,10182.2
908,3kJuSc31qD09eLz,3801.495680451393,302.0150710493326,8977.925117969513,11518.028062231839,1158.5802763402462,1021.7086272239685,10299.7
909,3kJuSc31qD09eLz,3788.5416011810303,272.3174479268491,9246.281148016453,11731.18033905141,1068.2925467044115,926.8815590143204,10282.6
910,3kJuSc31qD09eLz,3810.4080694913864,320.3640676960349,9003.749300956726,11643.633505482227,1196.1715396866202,1013.8456735610962,10326.8
911,3kJuSc31qD09eLz,3844.1970821619034,368.21447844803333,8849.455749988556,11598.219649517909,959.8253639563918,899.4921673536301,10476.0
912,3kJuSc31qD09eLz,3837.2317309975624,383.80773863196373,8893.660831362009,11881.532851746306,919.6188804004341,811.3142235279083,10658.5
913,3kJuSc31qD09eLz,3827.912939682603,373.7279679328203,8840.15494440496,11863.336824894883,973.7076358515769,896.9087506532669,10744.7
914,3kJuSc31qD09eLz,3791.6396876573563,379.7877329932526,8769.741941332817,11482.765874246135,971.672410544008,856.6003932952881,10426.5
915,3kJuSc31qD09eLz,3758.293807387352,356.2294517653063,8790.088924884796,11269.717825302854,1076.1669139806181,879.1473300457001,10168.1
916,3kJuSc31qD09eLz,3718.5562760829926,344.1388648133725,8765.047342538834,11008.087295852602,1143.8025623187423,984.7476410865784,10021.3
917,3kJuSc31qD09eLz,3675.812437310815,383.54983004927635,9038.28877568245,11430.354720658623,1098.7994534317404,988.9026023745537,10222.8
918,3kJuSc31qD09eLz,3643.571678996086,393.120984852314,8982.019873440266,11471.028762697242,1052.5318335723132,1014.2564373016357,10414.0
919,3kJuSc31qD09eLz,3633.5402839779854,373.61735147517174,8776.567863464355,11233.180498033762,889.7449860870838,840.0311155319214,10399.7
920,3kJuSc31qD09eLz,3592.2829665075988,405.38004361093044,8796.160690069199,11350.786501072347,766.9366979002953,560.291418492794,10350.3
921,3kJuSc31qD09eLz,3542.378739066422,419.90149396657944,8731.102211356163,11582.140209052712,865.4369745850563,521.9509692192078,10545.3
922,3kJuSc31qD09eLz,3527.7436608076096,358.0922250505537,8691.675362586975,11377.74238964077,882.0218345820904,644.4799499511719,10562.7
923,3kJuSc31qD09eLz,3481.6974786520004,332.9302349248901,8785.197369456291,11513.57509493921,999.5967720448971,659.7735055275261,10573.9
924,3kJuSc31qD09eLz,3492.821455836296,328.1551666613668,8808.195945382118,11159.309143494815,1081.4798008799553,840.773925177753,10289.4
925,3kJuSc31qD09eLz,3473.796196579933,309.95297260116786,8851.946764588356,10931.715168693103,1020.995230525732,738.5789153650403,10013.6
926,3kJuSc31qD09eLz,3462.5621342360973,371.64409098029137,8941.461890935898,11231.80308433855,1097.5417046435177,800.7050594091415,10159.3
927,3kJuSc31qD09eLz,3473.320092201233,348.25946402549744,8931.779376029968,11259.673069283832,1136.6501233577728,909.6237334012985,10279.3
928,3kJuSc31qD09eLz,3477.5290994644165,361.45130897313356,8881.082521438599,11371.935638486873,1075.187239356339,815.7452644109726,10392.4
929,3kJuSc31qD09eLz,3476.716904161498,324.1249057902023,8791.574542045593,10951.437391745858,1082.2736724969,916.3730676174164,10193.1
930,3kJuSc31qD09eLz,3474.71655023098,296.2563558453694,8703.224609851837,10779.079527722672,985.1616676091217,758.650209069252,10078.4
931,3kJuSc31qD09eLz,3472.671153560281,312.89725062448997,8831.974706888199,11006.53903270699,1074.7024156684056,741.0922566652298,10055.4
932,3kJuSc31qD09eLz,3485.743459120393,305.55209988099523,8862.471915483475,10830.964497188106,1097.105031926185,941.5264912843704,10021.6
933,3kJuSc31qD09eLz,3467.7542774677277,339.37270268797874,9120.411433815956,11319.429163118824,1020.2416044473648,925.4237552881241,10297.1
934,3kJuSc31qD09eLz,3458.0057085752487,299.34157287701964,9081.744017601013,10974.070708817802,950.1594787836075,844.5996347665787,10029.4
935,3kJuSc31qD09eLz,3469.140738248825,301.64414621144533,9230.680148124695,11153.004074496217,1071.7159115076065,1056.3232355117798,10136.1
936,3kJuSc31qD09eLz,3463.3478965759277,268.77705761790276,9370.20245784428,11138.966188038234,1065.8546555116773,942.6007254123688,9913.38
937,3kJuSc31qD09eLz,3475.210906147957,296.7107399161905,9377.282534122467,10693.00142262876,1093.3315773159266,915.4494594931602,9365.92
938,3kJuSc31qD09eLz,3493.6682143211365,270.7689590379596,9283.596217036247,10570.922993263695,1173.3707156181335,1079.3401563167572,9428.86
939,3kJuSc31qD09eLz,3494.9568934440613,251.994072981528,9519.445323705673,10502.015317428159,1051.9200533926487,1013.7576401233673,9197.46
940,3kJuSc31qD09eLz,3473.083988428116,254.71322045847774,9693.868601560593,10787.709540219512,1079.9457835108042,947.8300775289536,9233.93
941,3kJuSc31qD09eLz,3488.998841881752,295.42637833952904,9719.531096339226,10975.401427072706,1043.1376409102231,970.7644035816193,9399.07
942,3kJuSc31qD09eLz,3521.7307966947556,307.75476347189397,9680.917634367943,10772.567613608204,1056.3630057843402,1027.9668390154839,9233.77
943,3kJuSc31qD09eLz,3527.5786904096603,349.3127157241106,9787.910838007927,11192.059729363304,1102.616221010685,976.805036842823,9401.45
944,3kJuSc31qD09eLz,3518.5356751829386,308.6860251799226,9654.255401611328,10972.720576647203,1063.3856332600117,1095.6335580348969,9523.49
945,3kJuSc31qD09eLz,3516.5921852588654,288.81710055214353,9849.26101899147,10868.77732018358,902.2607341185212,817.5303429961205,9129.38
946,3kJuSc31qD09eLz,3520.45814371109,312.7036884173285,9881.912519454956,10865.26704009273,961.9105751141906,863.9185629487038,9052.2
947,3kJuSc31qD09eLz,3524.769338488579,291.9140072762966,9712.411281108856,10634.489844654687,811.3546920642257,837.4436608850956,9131.48
948,3kJuSc31qD09eLz,3522.115264058113,323.9084873199463,9581.853599786758,10732.752372547518,786.1729193553329,713.300156056881,9232.0
949,3kJuSc31qD09eLz,3534.9252219200134,351.222445756197,9296.720424950123,10661.651865376858,774.0234536100179,822.6828479766846,9527.44
950,3kJuSc31qD09eLz,3531.719532251358,300.6836720742285,9345.101111769676,10496.851172266994,737.5349718555808,712.4605387449265,9294.27
951,3kJuSc31qD09eLz,3538.492823958397,373.2155803143978,9296.811000734568,10654.305630165385,820.4575137523934,818.6930186152458,9444.02
952,3kJuSc31qD09eLz,3535.6964861154556,362.8362586647272,9651.60763168335,11046.030687877908,850.4160026134923,952.5150187015533,9597.99
953,3kJuSc31qD09eLz,3552.860405690968,422.86683432757854,9647.554094314575,11306.794182165875,788.299334615469,927.8696799278259,9823.08
954,3kJuSc31qD09eLz,3583.5903476327658,410.5707618985325,9749.541882276535,11606.462906958419,815.717988461256,784.7474482059479,9831.79
955,3kJuSc31qD09eLz,3606.9613025188446,524.1053647994995,9731.903674781322,11920.45887752215,922.1065312623978,1129.3251994848251,10264.7
956,3kJuSc31qD09eLz,3622.3553498983383,506.92427783459425,9576.642641663551,11936.002733694506,745.080890763551,812.0437342226505,10297.0
957,3kJuSc31qD09eLz,3641.953366011381,479.73352248966694,9534.774827957153,11946.736591272405,647.588909025304,760.4122841358185,10403.1
958,3kJuSc31qD09eLz,3692.5034350156784,423.4569715053076,9157.096587657928,11700.98783461831,780.6888081331272,716.6679742336273,10363.9
959,3kJuSc31qD09eLz,3745.312136411667,396.9922761544585,9274.18997836113,11872.774694562191,692.572131510824,637.2292557656765,10400.9
960,3kJuSc31qD09eLz,3751.599709033966,426.57263854146004,9305.1599573493,12217.374769568094,895.2136540822685,790.6337741613388,10629.5
961,3kJuSc31qD09eLz,3768.1461421251297,369.6411058343947,9238.343658447266,11996.860355759854,929.9989255778491,992.0244950056076,10682.8
962,3kJuSc31qD09eLz,3755.148919582367,365.64863174175844,9207.621217161417,11835.429310130072,962.3863346874714,844.9231410622597,10389.5
963,3kJuSc31qD09eLz,3738.70153260231,338.4192652555648,8993.265080749989,11363.855153641198,867.1468616500497,861.9638464450836,10288.3
964,3kJuSc31qD09eLz,3727.0138361752033,347.67470013396814,9021.643899679184,11227.16132135503,871.738826803863,793.5962726473808,10052.7
965,3kJuSc31qD09eLz,3733.8292310237885,357.1019191071391,8980.392591238022,10795.617636672803,909.919335511513,878.8317413330078,9693.21
966,3kJuSc31qD09eLz,3687.610062599182,379.27433240413666,9019.148730278015,11024.879092101473,797.5352614209987,732.1582300662994,9873.47
967,3kJuSc31qD09eLz,3675.75111669302,333.88702182949055,9058.687605381012,10917.500267660012,843.5001490414143,716.1077983379364,9721.78
968,3kJuSc31qD09eLz,3642.6566409766674,315.69934812001884,9228.190230015665,10821.61618061515,949.2943472079933,916.6019558310509,9602.38
969,3kJuSc31qD09eLz,3616.0194994807243,281.30344507377595,9143.145090460777,10647.960072768794,886.7256812406704,886.6537278294563,9607.42
970,3kJuSc31qD09eLz,3579.55970621109,310.2737539364025,9325.314041614532,10415.821978927997,836.7859838157892,782.2979983091354,9146.19
971,3kJuSc31qD09eLz,3542.739181049168,334.0779663324356,9347.676394343376,10650.586640892376,952.5815718844533,907.1066261529922,9380.62
972,3kJuSc31qD09eLz,3554.2137908935547,298.52967824041843,9286.99909009412,10611.957184724568,868.8649191148579,843.6863297820091,9447.04
973,3kJuSc31qD09eLz,3549.318913459778,308.11676323320717,9459.898730754852,10609.819708198716,892.7698204386979,816.8002786040306,9216.52
974,3kJuSc31qD09eLz,3538.196323156357,357.70865754783154,9279.364531517029,10639.11129286117,927.0353155955672,872.8751906752586,9409.68
975,3kJuSc31qD09eLz,3542.9196326732635,332.7790462523699,9194.433059841394,10614.770320908225,887.3768884185702,820.7272571027279,9477.99
976,3kJuSc31qD09eLz,3530.36826556921,354.2618116438389,9159.50162667036,10702.110494513006,759.717392303748,727.358156144619,9625.62
977,3kJuSc31qD09eLz,3522.4596490859985,370.146811619401,8882.220979571342,10622.040025681315,894.8218526365235,835.4452559053898,9787.84
978,3kJuSc31qD09eLz,3520.6875545978546,332.2096667634323,8816.927745819092,9959.958294782671,812.0549740185961,830.0792858600616,9308.16
979,3kJuSc31qD09eLz,3475.6269969940186,269.23061696253717,9047.078449010849,10173.007053011272,698.4496025228873,568.2445969283581,9250.87
980,3kJuSc31qD09eLz,3501.203096749261,241.0751117829932,8951.927175045013,9736.55060172506,707.3784452192485,650.4667772054672,8985.43
981,3kJuSc31qD09eLz,3497.99564576149,213.88269896199927,9122.379316866398,9742.240262006584,684.3409908860922,558.8036553859711,8782.45
982,3kJuSc31qD09eLz,3486.73533013463,275.4175101816654,9082.935887813568,9851.415985423984,717.4571440909058,687.7342104911804,8976.6
983,3kJuSc31qD09eLz,3490.9337745904922,226.54548493307084,9247.84923672676,10051.665421846177,781.7608135286719,681.2337819337845,8985.81
984,3kJuSc31qD09eLz,3485.488693833351,294.3672789186239,9384.175520896912,10449.42208926793,847.2321525644511,750.2859470844269,9188.44
985,3kJuSc31qD09eLz,3511.834962248802,301.7733546458185,9273.002608060837,10236.939698298898,776.4233912657946,869.0608419179916,9242.97
986,3kJuSc31qD09eLz,3494.092356324196,312.4119171705097,9151.066999912262,10147.15685651655,600.5301787182689,624.1771762371063,9213.23
987,3kJuSc31qD09eLz,3483.2577906847,302.13286993769,9042.196982979774,9980.908749866678,824.9558980027214,717.2081079483032,9045.57
988,3kJuSc31qD09eLz,3493.3740923404694,329.38509690761566,9291.6188865304,10441.848412641644,827.8374963402748,853.5183823108673,9353.15
989,3kJuSc31qD09eLz,3493.935672879219,304.0830453336239,9266.308915317059,10529.68068244445,777.611654382199,810.265923961997,9498.01
990,3kJuSc31qD09eLz,3478.0961297154427,258.52511213719845,9471.099423408508,10280.342523854342,787.4441582080908,673.9235070198774,8959.1
991,3kJuSc31qD09eLz,3475.1225212812424,256.73120525479317,9577.155349612236,10333.573556680843,799.7911652270705,865.0655004829168,9089.84
992,3kJuSc31qD09eLz,3481.876726746559,315.0150697827339,9450.851132392883,10479.034097114141,810.7062389426865,824.0534561872482,9244.64
993,3kJuSc31qD09eLz,3521.473468186334,320.1854572594166,9434.696212053299,10641.895178900188,743.0999462809414,811.262170791626,9433.7
994,3kJuSc31qD09eLz,3538.7391718626022,313.86644735746086,9574.094193816185,10728.503835688942,754.286130592227,893.7444396018982,9441.26
995,3kJuSc31qD09eLz,3542.475165963173,285.7417901419103,9838.148807525635,10947.074063992986,750.910048010759,800.8328408151865,9330.63
996,3kJuSc31qD09eLz,3553.475501179695,321.4226793497801,9998.7088265419,11224.776628910578,856.7619996711146,964.1410699933767,9458.55
997,3kJuSc31qD09eLz,3562.454576730728,383.17424789071083,10021.549820438027,11610.119194400875,737.5984938144684,822.5905575156212,9727.93
998,3kJuSc31qD09eLz,3572.762776374817,334.7360665500164,10051.132981300354,11672.202681468072,766.5831862688065,858.9797256290913,9805.97
999,3kJuSc31qD09eLz,3578.778835773468,333.1038042381406,9789.349268436432,11672.942559311647,784.6416270770133,721.2461493313313,9908.32
1000,3kJuSc31qD09eLz,3582.089585542679,345.4037851318717,9700.063241243362,11582.046485007013,754.8752881325781,785.9337906837463,9985.55
1001,3kJuSc31qD09eLz,3600.057639181614,299.77651669085026,9519.004535675049,11387.34906887509,760.6004447489977,884.1716560721397,10092.1
1002,3kJuSc31qD09eLz,3610.5547837018967,341.35013015568256,9404.458388090134,11543.075526219924,691.3984274193645,717.8018536567688,10213.1
1003,3kJuSc31qD09eLz,3607.103612303734,308.75316463410854,9284.00162935257,11382.759177092754,601.1146317292005,809.3096871376038,10391.1
1004,3kJuSc31qD09eLz,3612.2440324425697,261.430893812445,9161.74871134758,11256.881438536817,549.0700173992664,572.1014104634523,10244.5
1005,3kJuSc31qD09eLz,3623.001953125,220.6392715672264,9023.450302541256,10714.512408712413,579.1594922125805,658.8787026852369,9927.14
1006,3kJuSc31qD09eLz,3601.658546566963,208.8332371469587,9044.217306017876,10793.376474547782,558.6980022192001,521.3482753736898,9901.32
1007,3kJuSc31qD09eLz,3579.530417919159,177.34387607965618,9118.600264400244,10306.943640082492,638.949779253453,678.8581905961037,9471.38
1008,3kJuSc31qD09eLz,3555.0165617465973,170.63458021683618,9160.502837896347,10367.648273196057,640.6128888130188,601.4561994671822,9442.34
1009,3kJuSc31qD09eLz,3561.5730011463165,172.03070462867618,9161.097519278526,10416.338132708297,635.1002686917782,613.1302734017372,9499.67
1010,3kJuSc31qD09eLz,3573.8402402102947,134.9267702959478,9030.215301632881,10076.553789703401,630.0707516297698,653.7651749551296,9361.27
1011,3kJuSc31qD09eLz,3564.978913784027,194.33164706081152,9246.212289094925,10450.134261855892,543.9110474586487,549.3137878775597,9450.01
1012,3kJuSc31qD09eLz,3569.9264200925827,212.90070316195488,9214.467510342598,10616.032648640743,626.026554197073,629.8636005520821,9622.58
1013,3kJuSc31qD09eLz,3548.758199572563,202.63418013602495,9588.671156644821,10973.300408450792,601.9404557310045,689.5743425488472,9720.87
1014,3kJuSc31qD09eLz,3545.1456159353256,169.8536420268938,9660.245938360691,10905.727498321,660.9725708775222,708.1664835810661,9577.68
1015,3kJuSc31qD09eLz,3541.854350566864,156.85489421291277,9552.747683644295,10752.478117620216,620.43219313398,657.6505991220474,9538.24
1016,3kJuSc31qD09eLz,3545.6374175474048,184.89711168548092,9734.280873775482,10834.06272860185,731.7110796235502,780.6399575471878,9418.18
1017,3kJuSc31qD09eLz,3551.4274649620056,159.76432276749983,9595.826918363571,10415.357578845076,616.5551614761353,731.6284199953079,9223.41
1018,3kJuSc31qD09eLz,3588.3711245656013,182.83980348706245,9484.07226741314,10510.614460508616,550.2763455333188,610.6393600255251,9315.69
1019,3kJuSc31qD09eLz,3616.1411468982697,151.33199327695183,9621.03340125084,10181.811395620854,552.9167098203907,594.5897045433521,8834.98
1020,3kJuSc31qD09eLz,3655.9835052490234,131.64311572001316,9483.36171245575,9806.699938483507,496.3101370270597,651.6596252173185,8691.06
1021,3kJuSc31qD09eLz,3715.1903750896454,139.46942536300048,9343.430312335491,9678.039728136428,400.7639426693786,429.67139895260334,8508.86
1022,3kJuSc31qD09eLz,3725.661141037941,193.42605106532574,9467.602363586426,10012.453732097001,475.6559486121405,542.8058562129736,8692.91
1023,3kJuSc31qD09eLz,3733.3019276857376,153.31161949969828,9400.673735141754,9958.042289584664,492.5435692574829,540.6800853908062,8718.89
1024,3kJuSc31qD09eLz,3718.063354611397,184.5158948302269,9401.97117805481,9965.049704770896,520.8182584568858,488.28363037109375,8627.96
1025,3kJuSc31qD09eLz,3725.0692121982574,217.15019366145134,9545.519320726395,10269.779502292731,574.6979964189231,587.9178260564804,8795.26
1026,3kJuSc31qD09eLz,3716.9550005197525,261.01793862879276,9368.21708726883,10080.076324721878,581.6644276743755,819.4961623251438,8971.72
1027,3kJuSc31qD09eLz,3679.3526697158813,296.0705858524889,9324.781546115875,9888.519877015224,449.72074246034026,568.9513052105904,8707.55
1028,3kJuSc31qD09eLz,3656.3262716531754,265.21837855130434,9254.887299060822,9871.442295164343,505.5847511216998,570.7729062438011,8760.2
1029,3kJuSc31qD09eLz,3638.4513305425644,266.7197062680498,9216.044885396957,9863.569796940825,539.0081334300339,461.91708236187696,8665.26
1030,3kJuSc31qD09eLz,3628.9037894010544,252.6266261935234,9319.112191200256,9733.713489250116,587.9405108988285,610.3632159233093,8555.49
1031,3kJuSc31qD09eLz,3605.1228964328766,216.11588170356117,9545.190430164337,9863.5251270199,547.0833879858255,566.4513712525368,8516.46
1032,3kJuSc31qD09eLz,3604.975577712059,279.53697108477354,9405.876425981522,9923.48056561331,617.2984259426594,622.2711803913116,8638.06
1033,3kJuSc31qD09eLz,3607.291256904602,337.62540976703167,9481.564536690712,10106.257646648915,582.1920830309391,726.3533684015274,8823.94
1034,3kJuSc31qD09eLz,3621.0171322226524,317.58305498585105,9632.149699091911,10319.896298365798,515.3263537287712,606.3032558560371,8840.12
1035,3kJuSc31qD09eLz,3631.031665444374,327.7904663681984,9862.556749403477,10566.071203155836,473.37788504362106,654.0623848438263,8925.38
1036,3kJuSc31qD09eLz,3615.4672631025314,357.57142300903797,9717.248804807663,10410.097706684466,464.48676040768623,549.0833078622818,8804.41
1037,3kJuSc31qD09eLz,3635.6623009443283,377.7406442500651,9374.470866546035,10217.619163031904,584.8776558935642,536.5459097623825,8781.41
1038,3kJuSc31qD09eLz,3665.7439961619675,388.2958649545908,9362.310845851898,10250.704775363436,622.3819206729531,679.8297712802887,8891.8
1039,3kJuSc31qD09eLz,3643.371843099594,385.2301282733679,9493.271553814411,10444.96350707946,652.3439796194434,673.0352582633495,8943.78
1040,3kJuSc31qD09eLz,3598.3880315721035,386.3150590583682,9348.443941295147,10340.64657060857,750.7421375270933,800.5697281360626,9057.33
1041,3kJuSc31qD09eLz,3599.83108317852,348.5272699294146,9792.981165647507,10440.116861877457,696.8196670226753,764.3805825710297,8766.34
1042,3kJuSc31qD09eLz,3595.166524976492,311.5567326298915,10121.088267028332,10455.64315621238,713.958600781858,759.8136950135231,8473.69
1043,3kJuSc31qD09eLz,3590.2590658664703,288.75034084543586,10327.805078983307,10454.243453981962,711.3362102415413,813.9649922251701,8350.06
1044,3kJuSc31qD09eLz,3606.2592809200287,290.7493420019746,10303.96493178606,10615.990239491563,673.6642634484742,722.3175395131111,8463.67
1045,3kJuSc31qD09eLz,3605.6275594234467,297.96191882900894,10190.594820022583,10457.31493388101,634.971964975819,751.3565660715103,8479.52
1046,3kJuSc31qD09eLz,3629.1299336776137,329.92325206846,9965.072034835815,10449.18697642572,717.9746168665588,792.9919788837433,8600.08
1047,3kJuSc31qD09eLz,3651.08751642704,357.6867951899767,9878.115144789219,10547.63411006013,610.5874355211854,782.8726179301739,8833.03
1048,3kJuSc31qD09eLz,3634.3667891025543,422.6825729086995,9856.403208732605,10797.002239286385,683.2909635901451,722.4914989173412,8922.75
1049,3kJuSc31qD09eLz,3665.157736957073,453.79373890161514,9642.382352113724,10676.19181594441,675.2139547616243,849.9817406535149,9089.63
1050,3kJuSc31qD09eLz,3673.2668944597244,474.77241411060095,9468.064693450928,10562.481072704462,610.6110568642616,799.1599415540695,9134.93
1051,3kJuSc31qD09eLz,3679.7017357349396,482.25231689214706,9443.03243970871,10866.535482321422,547.2798776216805,599.7708277702332,9314.04
1052,3kJuSc31qD09eLz,3676.4033987522125,495.6425410695374,9551.218479633331,10526.789891022574,665.9207832738757,680.7529408335686,8818.36
1053,3kJuSc31qD09eLz,3646.4965522289276,508.4544958472252,9592.386125802994,10813.069253440499,759.6898235231638,837.7033122181892,9143.75
1054,3kJuSc31qD09eLz,3647.865127325058,444.0889064427465,9622.947923779488,10726.345091977579,599.3922780454159,748.3511638641357,9160.4
1055,3kJuSc31qD09eLz,3650.797488898039,399.5076553802937,9794.232833862305,10915.063489441687,614.7071084771305,569.8053596019745,9025.62
1056,3kJuSc31qD09eLz,3662.791888356209,411.01182263344526,10007.485763132572,11180.275788429313,682.6860136967152,680.7522154450417,9097.05
1057,3kJuSc31qD09eLz,3701.133277118206,430.2494404166937,10285.903860777617,11547.747989124646,667.6441076952033,805.4835684597492,9268.3
1058,3kJuSc31qD09eLz,3710.072774410248,456.76100704073906,10122.341049671173,11494.409194361231,624.6267750188708,826.3522971123457,9406.96
