step_no,run_id,w_m,c_m,cf_m,cf_d,kf_m,kf_d,equity
1294,3kJuSc31qD09eLz,3515.909832149744,246.3731478198897,9239.053596377373,10780.719664032153,726.2142584696412,799.1972386240959,9852.37
1295,3kJuSc31qD09eLz,3522.1729867458344,243.17082736990415,9132.903299808502,10610.311096081967,602.4352735953871,632.0150936245918,9741.64
1296,3kJuSc31qD09eLz,3531.916214942932,228.14232513844036,9043.302483439445,10476.208354684884,618.2664357773028,614.2363376617432,9668.82
1297,3kJuSc31qD09eLz,3554.532056450844,198.03037608787417,9404.272882938385,10684.739957876529,639.7413954164367,722.0760332942009,9610.24
1298,3kJuSc31qD09eLz,3537.574534535408,288.1133550554514,9752.483970880508,11214.43518346523,648.4769860552624,775.8197556138039,9763.61
1299,3kJuSc31qD09eLz,3547.569195985794,359.99446338415146,9821.860089063644,11665.025559681011,694.9559595421888,879.8976438641548,10120.5
1300,3kJuSc31qD09eLz,3560.7837673425674,407.3044780790806,9883.45648431778,11997.316991286389,656.3914067535661,966.5019142627716,10455.9
1301,3kJuSc31qD09eLz,3596.5804220438004,448.72296551615,9646.949456691742,12033.038196820005,479.6095281019807,575.4575328826904,10436.6
1302,3kJuSc31qD09eLz,3643.2862161397934,390.27859369665384,9404.65398016572,11708.434951299687,567.4678477598354,653.6175627708435,10356.4
1303,3kJuSc31qD09eLz,3671.4344992637634,340.70202487520874,9390.895152807236,11732.742042977978,598.6551773613319,579.0589456558228,10310.1
1304,3kJuSc31qD09eLz,3728.420816184953,330.23781430721283,9182.766042470932,11590.270937133242,646.8432530760765,766.1584258675575,10468.2
1305,3kJuSc31qD09eLz,3731.013451816514,283.0692523531616,9483.115223884583,11646.28192201418,629.5619062660262,626.6274068951607,10146.1
1306,3kJuSc31qD09eLz,3739.366648964584,296.0339706612285,9479.294656991959,11673.236652499443,761.9080037237145,675.2045493721962,10071.8
1307,3kJuSc31qD09eLz,3756.5035394877195,314.9284894913435,9354.670541763306,11523.319528070218,648.9262420404702,844.0830486416817,10292.4
1308,3kJuSc31qD09eLz,3758.493442773819,351.5914946086705,9406.501987874508,11597.96522426525,597.9501663632691,656.2270458340645,10139.7
1309,3kJuSc31qD09eLz,3744.5315895080566,342.29835078679025,9249.671516895294,11314.90736058716,656.7851399332285,666.3741559386253,9988.0
1310,3kJuSc31qD09eLz,3735.6551785320044,418.03190718591213,9108.820241332054,11556.401949535544,766.0141051411629,705.8746377825737,10233.8
1311,3kJuSc31qD09eLz,3735.043357513845,398.10977292619646,9192.830911159515,11351.17901596408,909.009761556983,871.0989573597908,9987.28
1312,3kJuSc31qD09eLz,3744.88279825449,405.68455773591995,9108.050135970116,11264.873678827229,841.4289492741227,892.5802007317543,10057.4
1313,3kJuSc31qD09eLz,3733.0973232984543,348.35912597645074,9027.803813785315,10911.278521747285,665.2437291862443,812.4191988408566,9949.19
1314,3kJuSc31qD09eLz,3691.8224080614746,331.0519334655255,8882.08821618557,10701.13210686167,526.24161539739,559.8933444321156,9829.82
1315,3kJuSc31qD09eLz,3678.370999634266,303.38300260994583,8756.832872152328,10333.921913031012,633.9808307862841,520.2109263688326,9481.57
1316,3kJuSc31qD09eLz,3660.9770662784576,269.1079756182153,8717.176379680634,10230.937436636621,692.1286415872164,587.6617116928101,9479.21
1317,3kJuSc31qD09eLz,3619.7011169195175,329.611373655498,8692.136056661606,10154.6707349964,633.4034477667883,678.0732336044312,9557.89
1318,3kJuSc31qD09eLz,3573.003657184541,364.4343486316502,8546.410188794136,10161.57297891439,647.0166399572045,569.876695394516,9600.58
1319,3kJuSc31qD09eLz,3548.070210337639,394.4801617413759,8680.454190731049,10372.683670769584,735.8604806140065,734.178485751152,9748.0
1320,3kJuSc31qD09eLz,3517.819266319275,398.26735256641405,9058.860879540443,10561.894369760596,723.6600494906306,669.3802334070206,9532.67
1321,3kJuSc31qD09eLz,3495.723312080838,403.80339950323105,8828.367366313934,10500.275519527791,721.7272047773004,581.7111253738403,9632.37
1322,3kJuSc31qD09eLz,3487.8985603153706,411.99450533278286,8928.296020269394,10453.22602359671,755.2648507580161,633.0702391862869,9502.84
1323,3kJuSc31qD09eLz,3494.2325336635113,529.552667170763,8836.115600585938,10765.132349769341,875.592131651938,726.2708051800728,9755.91
1324,3kJuSc31qD09eLz,3483.9897415339947,533.761864721775,8733.21882545948,10792.26796266024,795.1789437904954,827.6496269106865,10073.8
1325,3kJuSc31qD09eLz,3456.384507536888,444.9137425047811,8732.730006694794,10359.125889537137,773.3362698033452,718.8535523414612,9670.62
1326,3kJuSc31qD09eLz,3438.1774576306343,369.2738783620298,8953.948944330215,10313.129503915176,623.9678281508386,527.9909782409668,9455.75
1327,3kJuSc31qD09eLz,3441.7641047537327,313.06350319460034,8816.373083233833,10086.670789229749,622.2913053780794,604.4824602603912,9497.66
1328,3kJuSc31qD09eLz,3427.0408084988594,272.96980915078893,8699.536032818258,9761.625946665417,590.7609953358769,503.5553550720215,9274.87
1329,3kJuSc31qD09eLz,3406.1158356666565,230.98040246625897,8669.867490887642,9616.604520749666,590.2272038534284,444.43660974502563,9163.85
1330,3kJuSc31qD09eLz,3418.796228468418,204.86712090857327,8891.353157043457,9622.305446739834,700.8469080626965,520.046838760376,8926.49
1331,3kJuSc31qD09eLz,3406.250503540039,247.82822993397713,8784.240376323462,9656.071145411446,735.8896499052644,636.3312133550644,9118.19
1332,3kJuSc31qD09eLz,3413.0880869627,221.00188144599088,8682.388682484627,9522.989373680313,710.3861219510436,594.6981427669525,9090.82
1333,3kJuSc31qD09eLz,3422.59177839756,246.83659082651138,8827.853898763657,9816.893758597584,685.5604850500822,554.8191947340965,9188.87
1334,3kJuSc31qD09eLz,3439.4498420357704,237.0851821876131,8977.85709810257,9580.33301065197,721.9520502239466,764.4350107908249,8968.42
1335,3kJuSc31qD09eLz,3441.5559192299843,230.01180626824498,9033.26697063446,9735.90541436434,817.1993365883827,770.9918420314789,8984.86
1336,3kJuSc31qD09eLz,3434.298891365528,239.6591846079682,9206.621165513992,9696.070761739647,936.0640121679753,821.309454202652,8700.74
1337,3kJuSc31qD09eLz,3432.504332304001,284.06032806634903,9106.259969234467,9712.328519549483,826.1315717380494,823.9612894058228,8887.33
1338,3kJuSc31qD09eLz,3425.723019003868,234.8369622649625,9222.859934926033,9737.892644027963,788.2437065988779,801.4761694669724,8867.71
1339,3kJuSc31qD09eLz,3450.5352160930634,209.45225800573826,9231.370916306973,9735.016176440331,627.4060949385166,692.2106235027313,8908.46
1340,3kJuSc31qD09eLz,3455.738683283329,186.880709326535,9256.546131134033,9835.990166202188,671.4934880286455,630.5152930617332,8895.85
1341,3kJuSc31qD09eLz,3444.983768105507,209.9085597989615,9184.922447443008,9383.815122505433,683.9245884716511,698.1006199717522,8558.18
1342,3kJuSc31qD09eLz,3444.508786201477,211.58089013956487,9306.430035576224,9482.680344653663,682.2825228944421,654.7059714198112,8492.58
1343,3kJuSc31qD09eLz,3439.2642871141434,230.16985321976244,9429.607614994049,9581.668099552198,698.6785997366533,723.9419674426317,8507.89
1344,3kJuSc31qD09eLz,3437.284928381443,248.62500644661486,9245.05239892006,9319.016212765706,702.5642909109592,720.3009464293718,8405.79
1345,3kJuSc31qD09eLz,3442.19144821167,238.3565291678533,9717.286743879318,9755.807561297384,619.5799015425146,668.0985868573189,8406.49
1346,3kJuSc31qD09eLz,3460.1166669130325,347.82754996418953,9824.376534819603,10132.266450120811,719.8816608026391,820.5322376489639,8600.6
1347,3kJuSc31qD09eLz,3491.2913818359375,333.4086834490299,9922.160850405693,10310.588622293857,651.2663506160025,782.8600248098373,8695.32
1348,3kJuSc31qD09eLz,3505.6510087251663,376.12215952575207,9915.74295091629,10403.35983655915,520.9359298219206,751.9111917614937,8836.82
1349,3kJuSc31qD09eLz,3528.92788374424,425.1773430928588,9898.05144816637,10784.966057690639,507.4006775600137,517.5670085549355,8942.98
1350,3kJuSc31qD09eLz,3530.8731158971786,456.095547914505,9750.523371696472,10681.813509124067,573.9370410507545,718.5818707346916,9088.97
1351,3kJuSc31qD09eLz,3517.2003985643387,440.7366291061044,9977.153100967407,11153.421946329036,601.4542239629664,560.2121592760086,9177.09
1352,3kJuSc31qD09eLz,3548.00621676445,371.3167342641391,10075.533027291298,10582.758583037086,686.6258501447737,772.7892653942108,8674.07
1353,3kJuSc31qD09eLz,3526.711452484131,357.5578762590885,10138.370537281036,10720.70600632845,561.0504096481018,722.7945673167706,8859.81
1354,3kJuSc31qD09eLz,3541.533050060272,312.25021452538203,9875.722554206848,10335.976246759865,460.69743063673377,708.9636042118073,8854.74
1355,3kJuSc31qD09eLz,3532.3186062574387,293.5911904411623,9805.461714744568,10378.200365069313,374.2940571671352,406.9332260750234,8779.47
1356,3kJuSc31qD09eLz,3559.054540991783,301.83094394765794,9821.124913454056,10325.566068182585,536.7625863999128,557.8974701762199,8664.69
1357,3kJuSc31qD09eLz,3578.456025123596,340.27444365620613,9771.941689491272,10478.385235433996,532.0570689588785,599.4923692047596,8855.15
1358,3kJuSc31qD09eLz,3589.681232690811,305.7914992310107,9619.311762809753,10277.657805148176,429.77533743716776,569.0839785635471,8902.18
1359,3kJuSc31qD09eLz,3570.4290614128113,268.3799513031263,9513.326797008514,10226.990155704594,409.24472875427455,412.62639689445496,8878.24
1360,3kJuSc31qD09eLz,3575.009157061577,299.0242816954851,9344.56565451622,10250.964830852907,656.8169291515369,654.6314762830734,9030.18
1361,3kJuSc31qD09eLz,3580.625699520111,340.45622116327286,9554.647027492523,10654.748596526213,703.4966743930709,763.0160326957703,9238.54
1362,3kJuSc31qD09eLz,3595.5549663305283,292.7277529463172,9728.398636221886,10653.31695569663,585.9871182038914,785.8554770350456,9236.5
1363,3kJuSc31qD09eLz,3613.4706773757935,365.87552797049284,9742.730150222778,10713.415863224207,537.0190918566659,676.9679240584373,9131.29
1364,3kJuSc31qD09eLz,3617.5586681365967,397.4302792698145,9631.412845134735,10851.877305478254,599.3045988623053,700.3579393923283,9306.53
1365,3kJuSc31qD09eLz,3618.9949593544006,373.4796895682812,9669.754308462143,10957.102195592626,577.0187093298882,669.8173199892044,9387.67
1366,3kJuSc31qD09eLz,3624.3890365958214,382.6948843598366,9784.418141126633,11359.588228637249,692.9581585340202,701.258348852396,9576.39
1367,3kJuSc31qD09eLz,3640.91511374712,319.25640899071004,9908.859148263931,11133.4438646144,670.0059228017926,855.3483324050903,9449.76
1368,3kJuSc31qD09eLz,3634.07954493165,324.65174394473433,9997.232487142086,11162.346301609849,558.8424684181809,595.2240011692047,9242.76
1369,3kJuSc31qD09eLz,3632.5997869968414,300.9272380322218,10024.508242040873,11117.574257721843,609.9695698786527,772.7458735704422,9322.32
1370,3kJuSc31qD09eLz,3618.3024674355984,418.53669664263725,9882.359449028969,11257.511975568372,598.6262444704771,724.3124026060104,9464.0
1371,3kJuSc31qD09eLz,3645.40248721838,422.2004604637623,9947.986528158188,11567.693779664472,620.6539420038462,744.7976628541946,9676.25
1372,3kJuSc31qD09eLz,3670.4483159780502,360.23614496411756,9788.660440802574,11347.460493314877,663.1439303122461,762.8657534122467,9627.84
1373,3kJuSc31qD09eLz,3688.251419901848,316.55515682685655,9777.761420726776,11142.193598537575,670.5026929304004,712.094339966774,9401.22
1374,3kJuSc31qD09eLz,3704.2741841077805,298.16154093295336,9908.017775692046,11332.482654781754,795.6637310609221,820.0136389732361,9446.38
1375,3kJuSc31qD09eLz,3713.43445456028,303.76250302791595,9790.71062579751,11051.459058540726,733.0220679007471,889.8964314460754,9400.43
1376,3kJuSc31qD09eLz,3737.087074458599,370.11082132160664,9806.790126800537,11368.973072350303,635.8880618084222,748.1922419071198,9567.29
1377,3kJuSc31qD09eLz,3736.5117252469063,369.0845147818327,9778.578799426556,11607.198748580635,605.5936781894416,631.900618314743,9749.33
1378,3kJuSc31qD09eLz,3749.93308365345,330.0292814204149,9705.076560020447,11194.06333541562,695.5612991042435,740.2230458557606,9453.69
1379,3kJuSc31qD09eLz,3768.805168032646,392.94104927778244,9687.591989278793,11515.36778987466,817.2845022790134,843.1321877837181,9691.88
1380,3kJuSc31qD09eLz,3819.8300536870956,383.46647445112467,9605.138051867485,11422.271884302729,685.3767747869715,873.3391207456589,9801.8
1381,3kJuSc31qD09eLz,3891.3774307966232,419.03453294187784,9503.02341079712,11359.321411688405,605.96468510665,610.4537231326103,9550.38
1382,3kJuSc31qD09eLz,3894.935782313347,432.11852422356606,9472.950827620924,11591.943927038406,645.3385913223028,721.6272943019867,9868.23
1383,3kJuSc31qD09eLz,3909.5407497808337,437.2641530930996,9318.561885125935,11740.170578207206,730.1507614161819,717.4380315542221,10062.1
1384,3kJuSc31qD09eLz,3931.080592393875,387.00669986382127,9394.15672275424,11580.721906879902,860.3131592012942,801.5292028784752,9809.69
1385,3kJuSc31qD09eLz,3953.3167238235474,452.80304887890816,9189.422171473503,11650.05092327285,786.7232526736334,908.2174046188593,10176.0
1386,3kJuSc31qD09eLz,3965.2495077848434,432.15225574281067,9044.60655131936,11532.829077982988,805.6997834150679,756.0187476873398,10041.1
1387,3kJuSc31qD09eLz,3978.026695430279,407.82124300301075,8828.861735984683,11396.931359883763,816.5235281463247,825.9598841965199,10191.7
1388,3kJuSc31qD09eLz,3963.468029335141,349.420962754637,8835.503786571324,11011.939253778368,729.0851172627881,686.6035869121552,9821.07
1389,3kJuSc31qD09eLz,3923.0348757505417,311.36606405163184,8887.559348791838,10935.711938277931,721.4821159616113,642.5878485739231,9734.86
1390,3kJuSc31qD09eLz,3865.481755256653,265.47448135819286,9177.995438814163,10822.33912869642,728.8111094702035,743.3613088130951,9527.94
1391,3kJuSc31qD09eLz,3808.294442176819,258.8739479603246,9330.369054794312,10849.914539044175,695.9256769325584,664.8694149255753,9421.32
1392,3kJuSc31qD09eLz,3751.1223706007004,265.481682405225,9277.398601531982,10498.418214017478,732.0063532590866,674.7317332029343,9147.14
1393,3kJuSc31qD09eLz,3714.300544679165,289.18493407132337,9139.428447961807,10309.058196628137,843.1972938030958,746.0032070875168,9068.95
1394,3kJuSc31qD09eLz,3673.7963307499886,366.97366294264793,9131.310240805149,10592.050361415892,891.9380720257759,843.1055631637573,9371.14
1395,3kJuSc31qD09eLz,3616.760842623189,367.0801582336426,9277.086705207825,10869.78619345429,844.369275867939,809.4687373638153,9573.96
1396,3kJuSc31qD09eLz,3607.267675101757,396.3306758031249,8960.494540810585,10823.433820518245,848.7293603271246,641.3073168992996,9651.92
1397,3kJuSc31qD09eLz,3586.148157954216,420.05934251844883,8987.63826584816,10994.60800434987,1038.4705736264586,855.6615077257156,9817.95
1398,3kJuSc31qD09eLz,3578.7055077552795,400.1122062653303,8865.31195640564,10833.079387744001,1070.7865704968572,1028.296966433525,9946.46
1399,3kJuSc31qD09eLz,3570.8543661013246,375.9095746697858,8811.370203971863,10525.610564354614,958.3672847151756,1021.6997226476669,9830.81
1400,3kJuSc31qD09eLz,3575.4613220393658,330.2755155712366,8715.97047150135,10524.894557674053,857.9009861946106,826.3615254163742,9871.65
1401,3kJuSc31qD09eLz,3541.885640144348,386.0802131332457,9026.9581682086,10239.04857437832,971.0478259921074,782.7427676916122,9095.82
1402,3kJuSc31qD09eLz,3532.1969847604632,363.0097029656172,8885.253761649132,10113.20976152494,1006.2086160369217,858.1938271522522,9184.73
1403,3kJuSc31qD09eLz,3507.4230546951294,390.39092326909304,9290.586713522673,10608.26144897218,895.8901907391846,743.402745962143,9267.37
1404,3kJuSc31qD09eLz,3477.133061528206,319.7028637435287,9315.33599844575,10565.940320649986,1059.916567530483,874.1470932066441,9268.0
1405,3kJuSc31qD09eLz,3485.7360617667437,323.0062911028508,9327.636843919754,10082.549697498951,1005.0433588735759,932.664813041687,8873.79
1406,3kJuSc31qD09eLz,3497.236637353897,311.84125500917435,9470.93330168724,10270.00082899398,878.7219005133957,831.7373982965946,8943.0
1407,3kJuSc31qD09eLz,3486.197671711445,316.3993721244624,9432.343702554703,10028.225193198241,984.7441526539624,902.4816989898682,8711.02
1408,3kJuSc31qD09eLz,3480.2658737301826,324.44985696673393,9448.387696385384,10152.48990187111,870.3904891870916,867.6246792078018,8896.62
1409,3kJuSc31qD09eLz,3472.4865882098675,245.77071341173723,9311.271840810776,9959.272115457832,727.0852831043303,686.3577383756638,8889.02
1410,3kJuSc31qD09eLz,3455.2058560848236,262.9910552613437,9503.47813230753,10316.834846420687,785.1345909722149,607.7043789029121,8917.73
1411,3kJuSc31qD09eLz,3457.57969725132,266.1209444180131,9612.219323799014,10496.880451120607,889.5195395052433,754.2855659723282,9025.73
1412,3kJuSc31qD09eLz,3452.028803706169,271.8061032742262,9714.90801731497,10632.359546939448,819.9801497980952,809.8632901906967,9183.5
1413,3kJuSc31qD09eLz,3453.5183568000793,231.93659113370813,9554.014225363731,10316.394039573004,860.7699693790637,946.232684019953,9162.39
1414,3kJuSc31qD09eLz,3440.626696705818,328.3267183396965,9319.023476839066,10092.427039443472,884.3049032000417,766.7284974306822,8886.87
1415,3kJuSc31qD09eLz,3467.1084050536156,362.48011657595634,9264.386105298996,10233.377303316824,866.1294328758959,875.5155167281628,9148.79
1416,3kJuSc31qD09eLz,3478.046373963356,400.58399809896946,9221.286430358887,10395.855863323644,829.5938586890697,808.7652437388897,9275.11
1417,3kJuSc31qD09eLz,3496.0892405789346,369.97879388555884,9386.970784306526,10624.703990673566,913.3851745910943,858.7706497013569,9317.05
1418,3kJuSc31qD09eLz,3495.925949215889,329.00913393869996,9651.721551656723,10513.523074752111,863.5444800462574,856.7368865013123,9030.06
1419,3kJuSc31qD09eLz,3518.201702415943,323.03776147961617,9937.699143409729,10936.596601557076,966.0259121675044,938.452060520649,9130.08
1420,3kJuSc31qD09eLz,3542.867018342018,328.4071554392576,9909.338134765625,10980.355687107789,755.5196663886309,858.5597485303879,9302.78
1421,3kJuSc31qD09eLz,3563.788389801979,343.7513081431389,9626.386097311974,10969.807489919755,596.0430747978389,715.2142384052277,9555.05
1422,3kJuSc31qD09eLz,3556.967706620693,299.747884105891,9777.858555793762,10846.53737077893,655.7962075918913,593.2134723067284,9149.38
1423,3kJuSc31qD09eLz,3571.8897148370743,297.9203955233097,9814.387088775635,10933.46745538108,715.0698232352734,754.0961784720421,9288.3
1424,3kJuSc31qD09eLz,3569.7572462558746,257.0432943745982,9970.779017448425,10798.407020872311,712.4279190795496,734.6328432559967,9023.03
1425,3kJuSc31qD09eLz,3591.467797756195,230.30290984298335,9850.127763986588,10661.384394434046,702.0842648558319,725.6040636301041,9013.01
1426,3kJuSc31qD09eLz,3600.701245903969,264.27726639807224,9907.28978919983,10954.72075558278,794.7723532319069,702.5641603469849,9090.24
1427,3kJuSc31qD09eLz,3598.1023511886597,222.0582875236869,9816.344702243805,10685.729886936217,757.5926413806155,820.0508663654327,9111.68
1428,3kJuSc31qD09eLz,3572.5358732938766,211.36244642175734,9752.748062372208,10463.807637812288,766.2830109177157,702.9353265762329,8863.81
1429,3kJuSc31qD09eLz,3574.770043730736,263.9577998369932,9850.410549521446,10705.849855726223,868.3603757545352,880.0360062718391,9028.39
1430,3kJuSc31qD09eLz,3583.0760177373886,288.08931279182434,9785.089176177979,10759.779375641916,906.593075605575,1024.795256972313,9221.73
1431,3kJuSc31qD09eLz,3603.476895928383,257.1176412291825,9891.849048376083,10825.106139228272,685.2224801746197,790.5562702417374,9178.0
1432,3kJuSc31qD09eLz,3615.782186627388,379.57629680633545,9695.516246318817,11069.709847293176,688.9622843367979,774.8924936056137,9464.77
1433,3kJuSc31qD09eLz,3635.9233305454254,311.7501637558453,9806.798542290926,11005.326840555266,595.4655939918011,760.4683894477785,9415.86
1434,3kJuSc31qD09eLz,3628.390315055847,266.3123895851895,9949.050996541977,10785.755759469299,530.7917019666056,686.1892075315118,9097.4
1435,3kJuSc31qD09eLz,3598.74981546402,261.00661765248515,10025.476459264755,10791.849762232523,461.30428842967376,495.3259726986289,8940.64
1436,3kJuSc31qD09eLz,3586.743978738785,235.91127089661313,10016.4432451725,10670.975131627582,581.7107547553605,601.1262867823243,8851.29
1437,3kJuSc31qD09eLz,3587.214801967144,222.89155270671472,9978.336459636688,10266.356171882915,605.9341075727716,597.6717274263501,8469.65
1438,3kJuSc31qD09eLz,3590.9927254468203,239.9875879213214,10304.186105012894,10578.484621120113,584.5380417108536,667.174935400486,8525.96
1439,3kJuSc31qD09eLz,3621.702358543873,279.10563242435455,10212.322722434998,10780.725990477002,705.1384830661118,749.4560734033585,8711.91
1440,3kJuSc31qD09eLz,3644.6623430252075,252.49381878226995,10275.342714309692,10815.270068969425,580.3828683532774,748.7043817341328,8811.09
1441,3kJuSc31qD09eLz,3639.9369852542877,272.889626553806,10092.26650750637,10803.04391056322,645.6305556027219,645.0014368742704,8797.32
1442,3kJuSc31qD09eLz,3651.8034756183624,338.665800511837,10133.509964466095,11203.480848067096,658.2692583538592,700.9958873093128,9122.23
1443,3kJuSc31qD09eLz,3648.864523768425,283.86583979288116,10291.525116920471,11213.45419630371,600.7937016040087,731.9236346483231,9120.33
1444,3kJuSc31qD09eLz,3629.005718231201,368.36713856458664,10281.865298748016,11348.303878100514,535.137927800417,657.0098950862885,9190.94
1445,3kJuSc31qD09eLz,3613.7902240753174,378.89170099794865,10410.655589103699,11691.397455985216,596.9347175657749,696.8188277110457,9387.94
1446,3kJuSc31qD09eLz,3623.0659054517746,400.1180976331234,10209.644473552704,11682.507640641645,476.79056360851973,591.4346385002136,9564.32
1447,3kJuSc31qD09eLz,3648.1277112960815,382.43207482248545,10270.179602146149,11755.95425743337,594.6587452841923,755.6734597086906,9616.23
1448,3kJuSc31qD09eLz,3661.4329948425293,386.56602443754673,10296.159784674644,11856.689914954472,548.3341617714614,743.273728966713,9707.47
1449,3kJuSc31qD09eLz,3674.7982293367386,364.3358125984669,10419.751857280731,12181.14662986215,520.5650646681897,621.5916919708252,9823.29
1450,3kJuSc31qD09eLz,3685.687448501587,325.8268463499844,10265.635523080826,11748.004365755949,570.6351051144302,733.1481713056564,9633.37
1451,3kJuSc31qD09eLz,3710.876232266426,314.91463957563974,10270.786725997925,11812.482316055071,671.382013335824,673.3889986276627,9517.91
1452,3kJuSc31qD09eLz,3748.005182504654,297.02988462429494,10143.94495677948,11569.74826817157,621.0851646214724,768.3392009735107,9528.02
1453,3kJuSc31qD09eLz,3808.832080602646,319.7604073882103,10012.610397338867,11755.483271886327,551.7384669641033,680.6691619157791,9743.21
1454,3kJuSc31qD09eLz,3803.0459357500076,385.9089211821556,9952.595147132874,12204.820643435027,748.2682126937434,636.2719007730484,9951.27
1455,3kJuSc31qD09eLz,3833.057007342577,404.3861484825611,9641.813780158758,12213.510665775966,822.7703866986558,806.9472784996033,10318.4
1456,3kJuSc31qD09eLz,3834.7610397338867,368.961745634675,9801.149958372116,12464.168487352183,742.6135842204094,754.8801462650299,10471.6
1457,3kJuSc31qD09eLz,3831.417845249176,305.37740385346115,9804.266949534416,12308.788086661563,792.215435102582,898.6189005374908,10474.1
1458,3kJuSc31qD09eLz,3815.1826652307063,368.6234690994024,9818.62262248993,12730.422255208701,853.6316162180156,817.0333050191402,10691.4
1459,3kJuSc31qD09eLz,3859.6376481056213,288.9863577769138,9731.585453391075,12507.297738802561,800.5531484847888,872.4038463830948,10698.9
1460,3kJuSc31qD09eLz,3865.46386551857,249.6912848558277,9586.540631771088,11881.693172574873,617.1210041726008,679.7266144752502,10242.6
1461,3kJuSc31qD09eLz,3837.174318909645,250.12654307018965,9533.224433660507,11500.298581577368,714.4549534469843,632.9762091636658,9798.29
1462,3kJuSc31qD09eLz,3827.264175891876,241.58164541516453,9454.350156068802,11107.966135548868,756.9718823060393,804.0564303398132,9631.85
1463,3kJuSc31qD09eLz,3800.061961531639,273.4758365675807,9654.640835791826,11482.811728787234,836.3698596321046,787.8054828643799,9706.07
1464,3kJuSc31qD09eLz,3768.9746614694595,237.81755723478273,9693.9004778862,11138.291713585813,755.692012840882,818.1937861442566,9500.1
1465,3kJuSc31qD09eLz,3741.9761220142245,302.11036072298884,9531.691049337387,10823.744117793378,691.2355135921389,689.5750790834427,9246.31
1466,3kJuSc31qD09eLz,3735.7660794258118,321.6521136688534,9568.372347712517,10713.399080630945,575.3449145965278,645.5102991163731,9157.77
1467,3kJuSc31qD09eLz,3696.8273685127497,296.5934825008735,9645.239572763443,10838.554186635945,667.8116836920381,610.6959009766579,9142.78
1468,3kJuSc31qD09eLz,3681.8299230635166,303.2961404174566,9535.266842007637,10755.707398977085,682.8438585102558,745.8332989811897,9298.3
1469,3kJuSc31qD09eLz,3647.9173839092255,266.2100056875497,9414.914225101471,10070.007894914226,590.3811531215906,558.4363656938076,8709.02
1470,3kJuSc31qD09eLz,3610.5348176956177,259.1942395507358,9443.171284794807,9998.760259167684,581.4726486187428,461.5737689882517,8565.96
1471,3kJuSc31qD09eLz,3586.6325575113297,261.20485163340345,9455.381549596786,9482.296159609316,723.4278105897829,603.2840614020824,8058.93
1472,3kJuSc31qD09eLz,3550.821487300098,238.04139407072216,9767.693839013577,9647.736748962077,842.0129484981298,710.266427308321,7959.43
1473,3kJuSc31qD09eLz,3532.5962196588516,274.13972844183445,9822.55941605568,9834.891592039263,873.5133958607912,805.5596081316471,8137.64
1474,3kJuSc31qD09eLz,3552.9676273465157,251.31798483710736,9741.93689084053,9575.474783004078,717.1865254454315,839.6802389621735,8151.75
1475,3kJuSc31qD09eLz,3510.412706375122,259.2378466874361,9828.340032339096,9953.853683508107,610.510789822787,557.0150069594383,8302.37
1476,3kJuSc31qD09eLz,3500.6007785201073,213.1237850813195,9766.459573030472,9423.662716329383,627.0763486442156,577.1694414615631,7893.57
1477,3kJuSc31qD09eLz,3506.442483663559,243.66408556699753,9845.409568548203,9541.051867565879,636.1559885391034,698.0119678080082,8007.39
1478,3kJuSc31qD09eLz,3488.5857840776443,237.60301749873906,9796.930339813232,9295.435527769383,576.084070276469,591.0147259235382,7787.25
1479,3kJuSc31qD09eLz,3486.4655834436417,242.45619691186585,9551.433130562305,8812.76084636096,661.8373195729218,617.0121482014656,7487.58
1480,3kJuSc31qD09eLz,3464.8171030282974,271.6625129766762,9615.125377178192,8817.626279871427,652.7883470281959,707.6627748608589,7520.9
1481,3kJuSc31qD09eLz,3482.452857196331,286.54964339430444,9515.672622203827,8679.647826079517,708.0597827616148,741.6623619198799,7428.58
1482,3kJuSc31qD09eLz,3493.4246010780334,337.2539543360472,9605.849096775055,9027.516725702928,691.2264340179972,702.5948405861855,7602.36
1483,3kJuSc31qD09eLz,3473.6802744865417,351.70527878403664,9649.950387954712,9210.405878646141,582.9243015451357,710.1579995155334,7862.3
1484,3kJuSc31qD09eLz,3498.1840730905533,468.8534301966429,9561.658524751663,9438.067246515793,501.16487003397197,596.8418211936951,8005.05
1485,3kJuSc31qD09eLz,3500.813263297081,435.2261765617877,9712.899393558502,9599.79218562037,553.0148840195034,618.1213426142931,8015.96
1486,3kJuSc31qD09eLz,3501.633302927017,391.5519801052287,9709.87962937355,9618.640110922759,641.6488061355194,648.3877602219582,8022.31
1487,3kJuSc31qD09eLz,3505.0327706336975,466.4407058954239,9863.192881584167,10089.800483285055,691.6170189287513,725.0873939692974,8288.6
1488,3kJuSc31qD09eLz,3527.982522249222,396.8586050614249,10023.9926597476,10043.72549022763,684.138457942754,701.9060972332954,8112.66
1489,3kJuSc31qD09eLz,3517.58060669899,420.1770034134388,9989.911005020142,10229.342826760043,655.25613338314,714.9155089855194,8361.33
1490,3kJuSc31qD09eLz,3537.64600276947,452.13465797901154,9811.006864383817,10295.476926621071,585.1549106240273,589.9780552461743,8499.51
1491,3kJuSc31qD09eLz,3559.3531485795975,418.54227401688695,9896.788231372833,10298.10725630765,663.2284563020221,776.4806673526764,8536.68
