step_no,step_id,kf_id,liquidity,price,equity,debt,profit,production,sales,inventory,queue,expected_demand,intresses,loans,labour_demand,staff,first_step,lmbda,wage_bill
531,854029832,K_0,13.1032,5853.9,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
532,472613770,K_0,13.1032,6328.78,13.1032,0.0,0.0,0.0,0.0,0.0,0.00183692,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
533,765354508,K_0,13.1032,6328.78,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00165323,[],0,0.0,0.0,0.00165323
534,649978743,K_0,13.1032,6475.82,13.1032,0.0,0.0,0.0,0.0,0.0,0.00325138,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
535,807768419,K_0,13.1032,6475.82,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00292624,[],0,0.0,0.0,0.00292624
536,977312602,K_0,13.1032,6879.4,13.1032,0.0,0.0,0.0,0.0,0.0,0.00170003,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
537,311613056,K_0,13.1032,6879.4,13.1032,0.0,0.0,0.0,0.0,0.0,0.000838241,3.0,0.0,[],0.00153003,[],0,0.0,0.0,0.00153003
538,66847632,K_0,13.1032,7164.52,13.1032,0.0,0.0,0.0,0.0,0.0,0.00245101,3.0,0.0,[],0.000754417,[],0,0.0,0.0,0.000754417
539,148135787,K_0,13.1032,7425.16,13.1032,0.0,0.0,0.0,0.0,0.0,0.00276279,3.0,0.0,[],0.00220591,[],0,0.0,0.0,0.00220591
540,374297272,K_0,13.1032,7425.16,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00248651,[],0,0.0,0.0,0.00248651
541,292200912,K_0,13.1032,8154.69,13.1032,0.0,0.0,0.0,0.0,0.0,0.00936767,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
542,9677948,K_0,13.1032,8154.69,13.1032,0.0,0.0,0.0,0.0,0.0,0.00306225,3.0,0.0,[],0.0084309,[],0,0.0,0.0,0.0084309
543,813558283,K_0,13.1032,8154.69,13.1032,0.0,0.0,0.0,0.0,0.0,0.00128666,3.0,0.0,[],0.00275602,[],0,0.0,0.0,0.00275602
544,335100690,K_0,13.1032,8154.69,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00115799,[],0,0.0,0.0,0.00115799
545,913649775,K_0,13.1032,8403.75,13.1032,0.0,0.0,0.0,0.0,0.0,0.00135556,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
546,112359595,K_0,13.1032,8656.96,13.1032,0.0,0.0,0.0,0.0,0.0,0.00132373,3.0,0.0,[],0.00122,[],0,0.0,0.0,0.00122
547,6024991,K_0,13.1032,9308.74,13.1032,0.0,0.0,0.0,0.0,0.0,0.00999434,3.0,0.0,[],0.00119135,[],0,0.0,0.0,0.00119135
548,869113909,K_0,13.1032,9308.74,13.1032,0.0,0.0,0.0,0.0,0.0,0.00104123,3.0,0.0,[],0.00899491,[],0,0.0,0.0,0.00899491
549,481158002,K_0,13.1032,9308.74,13.1032,0.0,0.0,0.0,0.0,0.0,0.00257437,3.0,0.0,[],0.000937104,[],0,0.0,0.0,0.000937104
550,967505798,K_0,13.1032,9553.39,13.1032,0.0,0.0,0.0,0.0,0.0,0.00193428,3.0,0.0,[],0.00231693,[],0,0.0,0.0,0.00231693
551,951164050,K_0,13.1032,9611.07,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00231693,[],0,0.0,0.0,0.00231693
552,324896425,K_0,13.1032,10350.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
553,514822741,K_0,13.1032,10350.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
554,867615656,K_0,13.1032,11028.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.00188964,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
555,359883003,K_0,13.1032,11028.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00170068,[],0,0.0,0.0,0.00170068
556,65250134,K_0,13.1032,11028.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
557,162991724,K_0,13.1032,11143.5,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
558,979223052,K_0,13.1032,11180.2,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
559,661696675,K_0,13.1032,11409.2,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
560,598565129,K_0,13.1032,12436.9,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
561,896084954,K_0,13.1032,12436.9,13.1032,0.0,0.0,0.0,0.0,0.0,0.00184973,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
562,751775983,K_0,13.1032,13285.3,13.1032,0.0,0.0,0.0,0.0,0.0,0.00293353,3.0,0.0,[],0.00166475,[],0,0.0,0.0,0.00166475
563,177874509,K_0,13.1032,13285.3,13.1032,0.0,0.0,0.0,0.0,0.0,0.000716395,3.0,0.0,[],0.00264018,[],0,0.0,0.0,0.00264018
564,290843530,K_0,13.1032,14117.9,13.1032,0.0,0.0,0.0,0.0,0.0,0.00318276,3.0,0.0,[],0.000644755,[],0,0.0,0.0,0.000644755
565,958529327,K_0,13.1032,14117.9,13.1032,0.0,0.0,0.0,0.0,0.0,0.00466936,3.0,0.0,[],0.00286449,[],0,0.0,0.0,0.00286449
566,533011407,K_0,13.1032,14414.4,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00420243,[],0,0.0,0.0,0.00420243
567,831416493,K_0,13.1032,14507.5,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00420243,[],0,0.0,0.0,0.00420243
568,626540464,K_0,13.1032,15376.7,13.1032,0.0,0.0,0.0,0.0,0.0,0.000858153,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
569,548224625,K_0,13.1032,15376.7,13.1032,0.0,0.0,0.0,0.0,0.0,0.00173524,3.0,0.0,[],0.000772338,[],0,0.0,0.0,0.000772338
570,102531902,K_0,13.1032,15550.6,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000772338,[],0,0.0,0.0,0.000772338
571,688800662,K_0,13.1032,16846.4,13.1032,0.0,0.0,0.0,0.0,0.0,0.00640722,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
572,573581999,K_0,13.1032,16846.4,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0057665,[],0,0.0,0.0,0.0057665
573,585775157,K_0,13.1032,17767.1,13.1032,0.0,0.0,0.0,0.0,0.0,0.00050764,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
574,627765953,K_0,13.1032,17767.1,13.1032,0.0,0.0,0.0,0.0,0.0,0.0026812,3.0,0.0,[],0.000456876,[],0,0.0,0.0,0.000456876
575,615338887,K_0,13.1032,18579.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.00179305,3.0,0.0,[],0.00241308,[],0,0.0,0.0,0.00241308
576,323523197,K_0,13.1032,18579.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.00071567,3.0,0.0,[],0.00161374,[],0,0.0,0.0,0.00161374
577,540682582,K_0,13.1032,19553.9,13.1032,0.0,0.0,0.0,0.0,0.0,0.00115516,3.0,0.0,[],0.000644103,[],0,0.0,0.0,0.000644103
578,685807764,K_0,13.1032,19553.9,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00103965,[],0,0.0,0.0,0.00103965
579,512089277,K_0,13.1032,19980.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.00174015,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
580,964719788,K_0,13.1032,20601.4,13.1032,0.0,0.0,0.0,0.0,0.0,0.000668392,3.0,0.0,[],0.00156614,[],0,0.0,0.0,0.00156614
581,242432178,K_0,13.1032,21481.9,13.1032,0.0,0.0,0.0,0.0,0.0,0.00146595,3.0,0.0,[],0.000601552,[],0,0.0,0.0,0.000601552
582,707499139,K_0,13.1032,21481.9,13.1032,0.0,0.0,0.0,0.0,0.0,0.00100895,3.0,0.0,[],0.00131935,[],0,0.0,0.0,0.00131935
583,831147780,K_0,13.1032,23265.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.00548804,3.0,0.0,[],0.000908055,[],0,0.0,0.0,0.000908055
584,426064841,K_0,13.1032,23265.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.00367693,3.0,0.0,[],0.00493924,[],0,0.0,0.0,0.00493924
585,266749265,K_0,13.1032,23265.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00330924,[],0,0.0,0.0,0.00330924
586,805016584,K_0,13.1032,24563.4,13.1032,0.0,0.0,0.0,0.0,0.0,0.000576286,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
587,10626802,K_0,13.1032,24563.4,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000518658,[],0,0.0,0.0,0.000518658
588,3720166,K_0,13.1032,24663.2,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000518658,[],0,0.0,0.0,0.000518658
589,21732598,K_0,13.1032,25410.1,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000518658,[],0,0.0,0.0,0.000518658
590,609365379,K_0,13.1032,25996.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000518658,[],0,0.0,0.0,0.000518658
591,169963075,K_0,13.1032,27895.7,13.1032,0.0,0.0,0.0,0.0,0.0,0.00213612,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
592,465087797,K_0,13.1032,27895.7,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0019225,[],0,0.0,0.0,0.0019225
593,983708843,K_0,13.1032,30149.1,13.1032,0.0,0.0,0.0,0.0,0.0,0.00633349,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
594,948456613,K_0,13.1032,30149.1,13.1032,0.0,0.0,0.0,0.0,0.0,0.000586153,3.0,0.0,[],0.00570014,[],0,0.0,0.0,0.00570014
595,572007208,K_0,13.1032,30149.1,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000527538,[],0,0.0,0.0,0.000527538
596,357495011,K_0,13.1032,31668.3,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
597,154544768,K_0,13.1032,31668.3,13.1032,0.0,0.0,0.0,0.0,0.0,0.000584755,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
598,505148840,K_0,13.1032,33365.3,13.1032,0.0,0.0,0.0,0.0,0.0,0.000341936,3.0,0.0,[],0.000526279,[],0,0.0,0.0,0.000526279
599,691981205,K_0,13.1032,33365.3,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000307743,[],0,0.0,0.0,0.000307743
600,521767420,K_0,13.1032,36223.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.00146357,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
601,992872523,K_0,13.1032,36223.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000591392,3.0,0.0,[],0.00131721,[],0,0.0,0.0,0.00131721
602,80231257,K_0,13.1032,36223.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.00047242,3.0,0.0,[],0.000532253,[],0,0.0,0.0,0.000532253
603,796683938,K_0,13.1032,36691.2,13.1032,0.0,0.0,0.0,0.0,0.0,0.000659234,3.0,0.0,[],0.000532253,[],0,0.0,0.0,0.000532253
604,573039239,K_0,13.1032,37932.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00059331,[],0,0.0,0.0,0.00059331
605,632480203,K_0,13.1032,38541.7,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00059331,[],0,0.0,0.0,0.00059331
606,401889045,K_0,13.1032,40413.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
607,820994501,K_0,13.1032,43811.1,13.1032,0.0,0.0,0.0,0.0,0.0,0.000398403,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
608,396252384,K_0,13.1032,43811.1,13.1032,0.0,0.0,0.0,0.0,0.0,0.000834632,3.0,0.0,[],0.000358563,[],0,0.0,0.0,0.000358563
609,557653614,K_0,13.1032,43811.1,13.1032,0.0,0.0,0.0,0.0,0.0,0.00105286,3.0,0.0,[],0.000751169,[],0,0.0,0.0,0.000751169
610,61027294,K_0,13.1032,43811.1,13.1032,0.0,0.0,0.0,0.0,0.0,0.000360081,3.0,0.0,[],0.000947576,[],0,0.0,0.0,0.000947576
611,726235664,K_0,13.1032,47789.3,13.1032,0.0,0.0,0.0,0.0,0.0,0.000965845,3.0,0.0,[],0.000324073,[],0,0.0,0.0,0.000324073
612,737028123,K_0,13.1032,47789.3,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000869261,[],0,0.0,0.0,0.000869261
613,718401024,K_0,13.1032,47789.3,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
614,625476172,K_0,13.1032,49378.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000325484,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
615,106835974,K_0,13.1032,53005.7,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000292936,[],0,0.0,0.0,0.000292936
616,63437537,K_0,13.1032,53005.7,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
617,983492394,K_0,13.1032,53005.7,13.1032,0.0,0.0,0.0,0.0,0.0,0.000762325,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
618,553938554,K_0,13.1032,53232.9,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
619,464145129,K_0,13.1032,58112.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.000158324,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
620,693813391,K_0,13.1032,58112.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000142491,[],0,0.0,0.0,0.000142491
621,590397021,K_0,13.1032,59602.9,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
622,702860948,K_0,13.1032,61616.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.000298151,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
623,931733250,K_0,13.1032,67641.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000268336,[],0,0.0,0.0,0.000268336
624,754265900,K_0,13.1032,67641.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.000833751,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
625,152293454,K_0,13.1032,67641.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000750376,[],0,0.0,0.0,0.000750376
626,624029415,K_0,13.1032,67641.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.000391854,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
627,646143105,K_0,13.1032,74357.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.00050764,3.0,0.0,[],0.000352669,[],0,0.0,0.0,0.000352669
628,511169426,K_0,13.1032,74357.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.00157587,3.0,0.0,[],0.000456876,[],0,0.0,0.0,0.000456876
629,107849025,K_0,13.1032,74357.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.000671393,3.0,0.0,[],0.00141828,[],0,0.0,0.0,0.00141828
630,244253767,K_0,13.1032,74357.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000604254,[],0,0.0,0.0,0.000604254
631,96609894,K_0,13.1032,77927.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.000548424,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
632,384678628,K_0,13.1032,79010.5,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000493581,[],0,0.0,0.0,0.000493581
633,361000759,K_0,13.1032,85545.3,13.1032,0.0,0.0,0.0,0.0,0.0,8.36977e-05,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
634,306977049,K_0,13.1032,85545.3,13.1032,0.0,0.0,0.0,0.0,0.0,0.000802992,3.0,0.0,[],7.53279e-05,[],0,0.0,0.0,7.53279e-05
635,368916816,K_0,13.1032,85545.3,13.1032,0.0,0.0,0.0,0.0,0.0,0.000231425,3.0,0.0,[],0.000722693,[],0,0.0,0.0,0.000722693
636,184768991,K_0,13.1032,91481.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000208283,[],0,0.0,0.0,0.000208283
637,253420746,K_0,13.1032,91481.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
638,66517848,K_0,13.1032,91481.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000677875,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
639,619067389,K_0,13.1032,99350.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.000458743,3.0,0.0,[],0.000610087,[],0,0.0,0.0,0.000610087
640,790667436,K_0,13.1032,99350.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000412868,[],0,0.0,0.0,0.000412868
641,252775575,K_0,13.1032,99350.8,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
642,103915676,K_0,13.1032,99364.1,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
643,73635849,K_0,13.1032,104985.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000821708,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
644,243418223,K_0,13.1032,105550.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
645,959355645,K_0,13.1032,105682.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
646,711090986,K_0,13.1032,114369.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
647,481120533,K_0,13.1032,117326.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000376694,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
648,276632685,K_0,13.1032,127351.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000339024,[],0,0.0,0.0,0.000339024
649,301759597,K_0,13.1032,127351.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000524132,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
650,45400207,K_0,13.1032,127351.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000315259,3.0,0.0,[],0.000471719,[],0,0.0,0.0,0.000471719
651,794788790,K_0,13.1032,138747.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000351775,3.0,0.0,[],0.000283733,[],0,0.0,0.0,0.000283733
652,321940392,K_0,13.1032,138747.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000318014,3.0,0.0,[],0.000316598,[],0,0.0,0.0,0.000316598
653,520410610,K_0,13.1032,138747.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000286213,[],0,0.0,0.0,0.000286213
654,368708382,K_0,13.1032,152395.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.00079105,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
655,380224509,K_0,13.1032,152395.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000264199,3.0,0.0,[],0.000711945,[],0,0.0,0.0,0.000711945
656,144950240,K_0,13.1032,152395.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000105939,3.0,0.0,[],0.000237779,[],0,0.0,0.0,0.000237779
657,246288913,K_0,13.1032,152395.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],9.53455e-05,[],0,0.0,0.0,9.53455e-05
658,995315329,K_0,13.1032,166723.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000811568,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
659,362801515,K_0,13.1032,166723.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000484155,3.0,0.0,[],0.000730411,[],0,0.0,0.0,0.000730411
660,762187076,K_0,13.1032,166723.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00043574,[],0,0.0,0.0,0.00043574
661,29043310,K_0,13.1032,173302.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000782269,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
662,50671395,K_0,13.1032,173302.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000704042,[],0,0.0,0.0,0.000704042
663,265492214,K_0,13.1032,183896.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000626924,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
664,723203138,K_0,13.1032,183896.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000218815,3.0,0.0,[],0.000564231,[],0,0.0,0.0,0.000564231
665,281816184,K_0,13.1032,191427.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000196933,[],0,0.0,0.0,0.000196933
666,949679411,K_0,13.1032,191427.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
667,982950028,K_0,13.1032,201315.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000180929,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
668,508460300,K_0,13.1032,216613.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000350209,3.0,0.0,[],0.000162836,[],0,0.0,0.0,0.000162836
669,587763427,K_0,13.1032,216613.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000440086,3.0,0.0,[],0.000315188,[],0,0.0,0.0,0.000315188
670,423218413,K_0,13.1032,216613.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000396078,[],0,0.0,0.0,0.000396078
671,200884036,K_0,13.1032,226290.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000178226,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
672,785633334,K_0,13.1032,231153.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000649947,3.0,0.0,[],0.000160404,[],0,0.0,0.0,0.000160404
673,196568258,K_0,13.1032,240631.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000212838,3.0,0.0,[],0.000584952,[],0,0.0,0.0,0.000584952
674,784805957,K_0,13.1032,240631.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000191554,[],0,0.0,0.0,0.000191554
675,613863657,K_0,13.1032,248555.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
676,805418104,K_0,13.1032,271052.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000476461,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
677,33016472,K_0,13.1032,271052.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000410519,3.0,0.0,[],0.000428815,[],0,0.0,0.0,0.000428815
678,70457835,K_0,13.1032,271052.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000502291,3.0,0.0,[],0.000369467,[],0,0.0,0.0,0.000369467
679,48769801,K_0,13.1032,281055.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000146695,3.0,0.0,[],0.000452062,[],0,0.0,0.0,0.000452062
680,381410799,K_0,13.1032,297072.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000132025,[],0,0.0,0.0,0.000132025
681,633044619,K_0,13.1032,297072.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000186637,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
682,731420302,K_0,13.1032,308302.0,13.1032,0.0,0.0,0.0,0.0,0.0,4.35517e-05,3.0,0.0,[],0.000167973,[],0,0.0,0.0,0.000167973
683,777259728,K_0,13.1032,308302.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],3.91965e-05,[],0,0.0,0.0,3.91965e-05
684,886751576,K_0,13.1032,320175.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
685,524012232,K_0,13.1032,343518.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000174152,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
686,487566765,K_0,13.1032,343518.0,13.1032,0.0,0.0,0.0,0.0,0.0,5.66325e-05,3.0,0.0,[],0.000156737,[],0,0.0,0.0,0.000156737
687,777908932,K_0,13.1032,370537.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000181316,3.0,0.0,[],5.09693e-05,[],0,0.0,0.0,5.09693e-05
688,934867253,K_0,13.1032,370537.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000265255,3.0,0.0,[],0.000163184,[],0,0.0,0.0,0.000163184
689,827912080,K_0,13.1032,370537.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.00023873,[],0,0.0,0.0,0.00023873
690,431010047,K_0,13.1032,381049.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000195976,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
691,904986908,K_0,13.1032,381049.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000176378,[],0,0.0,0.0,0.000176378
692,133873838,K_0,13.1032,416344.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
693,878391934,K_0,13.1032,416344.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000188313,3.0,0.0,[],0.0,[],0,0.0,0.0,0.0
694,197938600,K_0,13.1032,416344.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000161352,3.0,0.0,[],0.000169481,[],0,0.0,0.0,0.000169481
695,890486443,K_0,13.1032,429490.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000156796,3.0,0.0,[],0.000145217,[],0,0.0,0.0,0.000145217
696,659212157,K_0,13.1032,461710.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000193401,3.0,0.0,[],0.000141116,[],0,0.0,0.0,0.000141116
697,432440220,K_0,13.1032,461710.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.000267747,3.0,0.0,[],0.000174061,[],0,0.0,0.0,0.000174061
698,866581546,K_0,13.1032,461710.0,13.1032,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[],0.000240972,[],0,0.0,0.0,0.000240972
