run_id,step_no,w_budget,w_spent,c_budget,c_spent
cVFeVe5uQ8K1yZq,47,571.368049820303,567.0452984323492,20.681894694454968,20.681894694454968
cVFeVe5uQ8K1yZq,48,580.7784941969439,578.5458845971152,20.187361849006265,20.187361849006265
cVFeVe5uQ8K1yZq,49,583.1041499311104,576.8170218784362,19.191001030034386,18.765407884842716
cVFeVe5uQ8K1yZq,50,591.3436405705288,587.0690006548539,21.361751391319558,21.011126613942906
cVFeVe5uQ8K1yZq,51,612.5062255059602,610.202198678744,21.43639964668546,21.43639964668546
cVFeVe5uQ8K1yZq,52,621.5461112803314,615.412440670887,24.46973694395274,24.174556295387447
cVFeVe5uQ8K1yZq,53,646.3725453101797,637.8344696935965,20.035992476157844,19.997324689291418
cVFeVe5uQ8K1yZq,54,660.3608951335773,653.921813047491,23.793204763671383,23.547774547478184
cVFeVe5uQ8K1yZq,55,681.619251575321,673.8921205978841,25.44579840102233,25.154724151128903
cVFeVe5uQ8K1yZq,56,697.2014536202187,690.5905856654281,28.959881892777048,27.820806203759275
cVFeVe5uQ8K1yZq,57,702.0255576348136,697.4130314387585,26.458305560983717,26.332837102003396
cVFeVe5uQ8K1yZq,58,728.9353404920548,716.7630153195933,27.687633652240038,27.539807993918657
cVFeVe5uQ8K1yZq,59,756.7835952319438,746.5365032382542,32.356109724380076,31.76288972888142
cVFeVe5uQ8K1yZq,60,783.0957933682948,774.9204626381397,29.88878492685035,29.88878492685035
cVFeVe5uQ8K1yZq,61,808.0543347848579,795.2480653984239,32.984725585905835,31.82220337423496
cVFeVe5uQ8K1yZq,62,843.1823005164042,829.1825409801677,36.18644200311974,36.13919907109812
cVFeVe5uQ8K1yZq,63,863.0542873197701,851.3984454071615,36.46750244812574,36.006531539722346
cVFeVe5uQ8K1yZq,64,897.057952765259,878.4389443163527,41.98444301914424,41.83550355862826
cVFeVe5uQ8K1yZq,65,944.4895552454982,922.805197900394,44.634917591232806,44.43517650710419
cVFeVe5uQ8K1yZq,66,975.4727939846925,950.3515557365026,45.34929761674721,44.41729076590855
cVFeVe5uQ8K1yZq,67,1009.4797993542743,988.3812007231754,49.83476837101625,48.185315774113405
cVFeVe5uQ8K1yZq,68,1054.3304740377935,1027.3448302020552,48.26291872240836,46.91504645027453
cVFeVe5uQ8K1yZq,69,1066.8968851056416,1038.3723860352766,54.23955717496574,53.68518150411546
cVFeVe5uQ8K1yZq,70,1117.4265402881429,1089.970138634555,56.41792842792347,56.07334023760632
cVFeVe5uQ8K1yZq,71,1151.4832126511028,1124.3420717449626,59.81694052321836,57.77461725799367
cVFeVe5uQ8K1yZq,72,1183.091538110748,1147.5883338339627,56.79532657121308,55.87393125821836
cVFeVe5uQ8K1yZq,73,1217.8105945044663,1181.1440957162995,59.992885913234204,59.29910514643416
cVFeVe5uQ8K1yZq,74,1261.7585529717617,1231.1380464842077,62.272458461127826,59.92943607691268
cVFeVe5uQ8K1yZq,75,1300.1661348013731,1259.846025830746,66.06329762889072,62.32140312436968
cVFeVe5uQ8K1yZq,76,1338.7156721799402,1289.04753711808,65.00768612232059,63.35807198192924
cVFeVe5uQ8K1yZq,77,1364.9725439762697,1309.2171577354893,64.54677674360573,62.703693645074964
cVFeVe5uQ8K1yZq,78,1383.0392163917422,1348.8064865497872,64.65888529457152,64.24066596664488
cVFeVe5uQ8K1yZq,79,1416.7693866042973,1374.3963656815322,65.74054664978758,64.15225749323145
cVFeVe5uQ8K1yZq,80,1457.4077547602355,1412.227313010022,64.62743603456875,63.39911746252437
cVFeVe5uQ8K1yZq,81,1494.499282562756,1455.4177764306078,68.05203273054212,67.18991362955421
cVFeVe5uQ8K1yZq,82,1549.7745081761386,1493.28200719296,72.08939530630596,71.17461601574905
cVFeVe5uQ8K1yZq,83,1593.0548831345513,1510.817126291804,79.4231803555158,76.55079246201785
cVFeVe5uQ8K1yZq,84,1642.770988233271,1589.239710733178,76.49253948871046,74.58803489152342
cVFeVe5uQ8K1yZq,85,1689.84946786426,1603.1931806411594,79.80264798086137,75.82869025599211
cVFeVe5uQ8K1yZq,86,1729.4596220122185,1645.5609114866238,77.2321134568192,73.94675268093124
cVFeVe5uQ8K1yZq,87,1750.3470862568356,1641.6753293373622,77.82245715826866,73.6512145002198
cVFeVe5uQ8K1yZq,88,1779.4732513546478,1673.559789400315,79.24389190319926,74.04803247842938
cVFeVe5uQ8K1yZq,89,1824.94756489899,1692.005287933629,81.8318469459191,75.44402827322483
cVFeVe5uQ8K1yZq,90,1885.0938003859483,1786.982791712042,84.56603611609899,78.01591424248181
cVFeVe5uQ8K1yZq,91,1911.3475182841066,1795.5268466735724,90.68768642784562,86.90332333685365
cVFeVe5uQ8K1yZq,92,1953.369110452477,1837.2300613471307,93.6953840740025,90.34480466321111
cVFeVe5uQ8K1yZq,93,2008.4889208616223,1909.0448056699242,95.35306150093675,90.6743685156107
cVFeVe5uQ8K1yZq,94,2026.3058928886894,1932.5943335026968,95.57900483813137,90.43085592892021
cVFeVe5uQ8K1yZq,95,2055.9066456176806,1966.1923931858619,97.55200449144468,92.37210699310526
cVFeVe5uQ8K1yZq,96,2085.004887639545,2010.5025259358808,99.2612925991416,96.10172962397337
cVFeVe5uQ8K1yZq,97,2138.4315890118014,2025.299762052251,94.54761842638254,88.65804170817137
cVFeVe5uQ8K1yZq,98,2154.804691579193,2049.6800160221756,85.69009365607053,80.39303438831121
cVFeVe5uQ8K1yZq,99,2147.8150052651763,2005.4466618560255,92.55052958545275,85.96191340801306
cVFeVe5uQ8K1yZq,100,2178.9346101563424,2073.0328092407435,101.63143085481715,97.5379712486465
cVFeVe5uQ8K1yZq,101,2213.04195052015,2086.1507855840246,102.86783892475069,96.98221891373396
cVFeVe5uQ8K1yZq,102,2232.957044753246,2111.161127515603,101.79547020420432,97.70514584705234
cVFeVe5uQ8K1yZq,103,2249.5080587156117,2163.5025326125324,105.37774712126702,102.64718000870198
cVFeVe5uQ8K1yZq,104,2279.663242407143,2172.2056715320796,107.11247967276722,102.65455524157733
cVFeVe5uQ8K1yZq,105,2288.4833800131455,2215.135353331454,109.02871163748205,105.13194876909256
cVFeVe5uQ8K1yZq,106,2318.570182936266,2191.1210891882656,110.86980148311704,105.17352033313364
cVFeVe5uQ8K1yZq,107,2339.260055749677,2236.9409800088033,105.80572331510484,99.27980559878051
cVFeVe5uQ8K1yZq,108,2330.1069368282333,2170.9503227565438,103.95157979428768,99.76567666232586
cVFeVe5uQ8K1yZq,109,2309.6734749386087,2136.9431831957772,101.46989883668721,96.4534157756716
cVFeVe5uQ8K1yZq,110,2286.4826266421005,2173.644503857009,105.83710540086031,98.62990678101778
cVFeVe5uQ8K1yZq,111,2267.352401124779,2134.0162785104476,105.8947621807456,97.04267995618284
cVFeVe5uQ8K1yZq,112,2247.2769259605557,2128.3430823218077,105.58607800805476,101.23359428346157
cVFeVe5uQ8K1yZq,113,2240.6239716841374,2135.716994391056,102.72226395399775,95.81191559822764
cVFeVe5uQ8K1yZq,114,2218.283727800008,2097.3861273056827,100.89417170826346,92.12025380972773
cVFeVe5uQ8K1yZq,115,2205.7168658133596,2077.1377820242196,100.22482182830572,96.44140908122063
cVFeVe5uQ8K1yZq,116,2174.010455241427,2064.923024624586,101.18439597636461,96.16707483679056
cVFeVe5uQ8K1yZq,117,2165.9750975649804,2017.7737495470792,104.67699275910854,98.41089345514774
cVFeVe5uQ8K1yZq,118,2151.150980114937,2034.1203321665525,101.037004834041,95.25504887662828
cVFeVe5uQ8K1yZq,119,2123.6220632921904,2010.8262045765296,100.93934160470963,93.37660209834576
cVFeVe5uQ8K1yZq,120,2102.0822107417625,1980.7950130152167,102.14478389720898,98.388083806145
cVFeVe5uQ8K1yZq,121,2084.150969037786,1991.6308244834654,102.45621318370104,97.57416789978743
cVFeVe5uQ8K1yZq,122,2072.31082792487,1974.7069679340348,102.31569629535079,97.03494150564075
cVFeVe5uQ8K1yZq,123,2040.8693544680718,1940.1093995890114,101.13492507115006,97.54845232143998
cVFeVe5uQ8K1yZq,124,2005.310122650466,1920.3552715207916,100.55141601897776,93.78383173979819
cVFeVe5uQ8K1yZq,125,1994.8377001599874,1924.6761830819305,100.58876018342562,95.03233216819353
cVFeVe5uQ8K1yZq,126,1999.1184387174435,1896.4581685452722,96.77755482308567,91.20305705629289
cVFeVe5uQ8K1yZq,127,1980.4396332197357,1933.683938289294,100.65881382487714,98.90540825389326
cVFeVe5uQ8K1yZq,128,1991.574643188389,1891.4486026105005,94.01990781666245,88.95521117688622
cVFeVe5uQ8K1yZq,129,1950.2267748578452,1912.076867911499,99.49281333014369,96.23237655684352
cVFeVe5uQ8K1yZq,130,1993.1369401090778,1879.9408079930581,96.54785222187638,91.8793427865021
cVFeVe5uQ8K1yZq,131,2003.4049534229562,1978.8039150265977,90.45117973373272,88.8811302317772
cVFeVe5uQ8K1yZq,132,2042.4079799167812,1980.5633709663525,90.97599968221039,87.58388294186443
cVFeVe5uQ8K1yZq,133,2029.379916881211,1992.2285561235622,96.14913000131492,95.35519985819701
cVFeVe5uQ8K1yZq,134,2074.7404174898984,2027.1933844966115,89.17374010774074,86.56235246750293
cVFeVe5uQ8K1yZq,135,2093.3461609096266,2046.251044091303,89.49364475620678,87.40062848938396
cVFeVe5uQ8K1yZq,136,2122.115907460742,2076.1659132477944,86.58723844215274,82.65266610309482
cVFeVe5uQ8K1yZq,137,2104.972034489736,2069.9862197749317,89.19744807854295,88.28963035717607
cVFeVe5uQ8K1yZq,138,2119.931518108584,2064.5524267787114,83.64144974621013,82.50265627773479
cVFeVe5uQ8K1yZq,139,2131.254174728412,2095.189646710176,83.92809159519675,82.3306464797497
cVFeVe5uQ8K1yZq,140,2151.5451538498164,2109.5502370158792,84.61920213326812,83.16686907038093
cVFeVe5uQ8K1yZq,141,2167.568189281039,2090.784634388052,83.59083278290927,80.48944294266403
cVFeVe5uQ8K1yZq,142,2161.0451846420765,2100.1692985594273,87.72113309800625,86.36682212352753
cVFeVe5uQ8K1yZq,143,2180.480156674981,2104.031004548073,85.48281528428197,82.01058649644256
cVFeVe5uQ8K1yZq,144,2185.515017112717,2117.827089672908,85.52761106949765,82.5342002735706
cVFeVe5uQ8K1yZq,145,2173.4255214100704,2087.790824062191,84.02157320082188,77.72691528499126
cVFeVe5uQ8K1yZq,146,2175.4694643840194,2122.1764219626784,84.12483621854335,83.90132648218423
cVFeVe5uQ8K1yZq,147,2190.6576728690416,2107.8482234273106,86.58595415577292,84.69741969928145
cVFeVe5uQ8K1yZq,148,2196.6291555026546,2131.269755498506,86.66107888426632,82.87553636636585
cVFeVe5uQ8K1yZq,149,2230.3367606992215,2165.0372701566666,88.01677083037794,86.11584678851068
cVFeVe5uQ8K1yZq,150,2255.1476587415054,2160.9014418483093,84.39586644606607,82.20555294664518
cVFeVe5uQ8K1yZq,151,2258.8086782954633,2224.548429392278,85.76889355340973,83.86187337199226
cVFeVe5uQ8K1yZq,152,2268.408047628589,2200.178693455644,79.9919968789909,73.95131638855673
cVFeVe5uQ8K1yZq,153,2269.9739538626745,2161.77092145849,84.79983905982226,82.29466149490327
cVFeVe5uQ8K1yZq,154,2243.5948664993048,2170.2787434086204,79.3005543188192,76.00620913365856
cVFeVe5uQ8K1yZq,155,2204.774572175462,2119.455654775258,76.2746713098386,71.80595310891658
cVFeVe5uQ8K1yZq,156,2168.747354634106,2093.956476159394,77.09966948907822,75.11605563294142
cVFeVe5uQ8K1yZq,157,2138.7112092165044,2021.9565538683673,79.73987211100757,75.81078144349158
cVFeVe5uQ8K1yZq,158,2110.326708029519,2020.8878373201296,73.89872769033536,70.5814003883861
cVFeVe5uQ8K1yZq,159,2073.585676299408,1983.7644152501598,77.76640777569264,74.90211960952729
cVFeVe5uQ8K1yZq,160,2053.238919638563,1965.5866777379997,75.03635393618606,72.96809816150926
