step_no,steps_id,capitalist_id,budget,wealth,human_wealth,spent_amount
461,522628569,B_0,1.09571,1.04811,1.00166,1.09571
462,785022239,B_0,1.04811,0.0,0.961589,1.04811
463,405333950,B_0,0.0,0.891442,0.958783,0.0
464,689766977,B_0,0.891442,0.0,0.920432,0.891442
465,706236316,B_0,0.0,0.692247,0.911305,0.0
466,276778603,B_0,0.692247,0.0,0.874852,0.692247
467,925573077,B_0,0.0,0.0,0.839858,0.0
468,461440948,B_0,0.0,1.13103,0.851505,0.0
469,409074354,B_0,0.908057,2.77866,0.919673,0.908057
470,947061704,B_0,1.05861,1.74346,0.883822,1.05861
471,290173103,B_0,0.970995,1.41687,0.874245,0.970995
472,163581808,B_0,0.945089,0.531721,0.841673,0.945089
473,593131206,B_0,0.531721,0.79423,0.839775,0.531721
474,156942834,B_0,0.79423,0.0957774,0.810015,0.79423
475,714537738,B_0,0.0957774,0.706959,0.805893,0.0957774
476,28696302,B_0,0.706959,-1.11022e-16,0.773657,0.706959
477,60717105,B_0,-1.11022e-16,-1.11022e-16,0.742711,0.0
478,969334021,B_0,-1.11022e-16,0.275167,0.724009,0.0
479,427905823,B_0,0.275167,1.35352,0.74919,0.275167
480,921255604,B_0,0.816866,0.536658,0.719222,0.816866
481,712145100,B_0,0.536658,0.649641,0.716439,0.536658
482,225534439,B_0,0.649641,0.148235,0.693711,0.649641
483,719702429,B_0,0.148235,0.614531,0.690544,0.148235
484,796274530,B_0,0.614531,1.06814,0.705647,0.614531
485,401024282,B_0,0.759054,0.375259,0.680068,0.759054
486,691024252,B_0,0.375259,0.0875344,0.656367,0.375259
487,546790611,B_0,0.0875344,0.306498,0.642372,0.0875344
488,850929833,B_0,0.306498,0.0821028,0.619962,0.306498
489,645349028,B_0,0.0821028,0.290326,0.606776,0.0821028
490,541497717,B_0,0.290326,0.0,0.582505,0.290326
491,271157123,B_0,0.0,0.356003,0.573445,0.0
492,459347481,B_0,0.356003,0.138093,0.556031,0.356003
493,945466949,B_0,0.138093,0.285328,0.545203,0.138093
494,947368183,B_0,0.285328,0.0439616,0.525153,0.285328
495,440816768,B_0,0.0439616,0.163145,0.510673,0.0439616
496,616658240,B_0,0.163145,0.0652952,0.492858,0.163145
497,387053588,B_0,0.0652952,0.0,0.473143,0.0652952
498,842417032,B_0,0.0,0.215434,0.462835,0.0
499,881944779,B_0,0.215434,0.0760997,0.447366,0.215434
500,469679359,B_0,0.0760997,0.0,0.429471,0.0760997
501,672487648,B_0,0.0,0.0,0.412292,0.0
502,910366976,B_0,0.0,0.0714965,0.39866,0.0
503,904787772,B_0,0.0714965,0.0648301,0.385307,0.0714965
504,950509080,B_0,0.0648301,0.255856,0.380129,0.0648301
505,656840657,B_0,0.255856,0.254595,0.375108,0.255856
506,173292533,B_0,0.254595,0.526566,0.381166,0.254595
507,186901943,B_0,0.407494,0.119071,0.365919,0.407494
508,674248124,B_0,0.119071,0.348345,0.365216,0.119071
509,774624045,B_0,0.348345,0.266811,0.36128,0.348345
510,33990042,B_0,0.266811,0.0,0.346829,0.266811
511,10301801,B_0,0.0,0.340045,0.346558,0.0
512,541617021,B_0,0.340045,0.273966,0.343654,0.340045
513,446087501,B_0,0.273966,0.0,0.329908,0.273966
514,284509389,B_0,0.0,0.23207,0.325994,0.0
515,91549840,B_0,0.23207,0.0646726,0.315542,0.23207
516,726352093,B_0,0.0646726,0.258232,0.313249,0.0646726
517,819446233,B_0,0.258232,0.0,0.300719,0.258232
518,622569381,B_0,0.0,0.339134,0.302256,0.0
519,602384898,B_0,0.319212,0.298246,0.301298,0.319212
520,156864782,B_0,0.298246,0.28231,0.300539,0.298246
521,667281636,B_0,0.28231,0.0,0.288517,0.28231
522,738347079,B_0,0.0,0.143401,0.282713,0.0
523,178977240,B_0,0.143401,0.0721721,0.274291,0.143401
524,141993658,B_0,0.0721721,0.13376,0.26867,0.0721721
525,158524282,B_0,0.13376,0.103136,0.262049,0.13376
526,34193581,B_0,0.103136,0.241365,0.261221,0.103136
527,621351767,B_0,0.241365,0.0806137,0.253997,0.241365
528,159181303,B_0,0.0806137,0.0,0.243837,0.0806137
529,570629037,B_0,0.0,0.261481,0.244543,0.0
530,562396070,B_0,0.257617,0.00386408,0.234761,0.257617
531,526571915,B_0,0.00386408,0.0578133,0.227683,0.00386408
532,604109596,B_0,0.0578133,0.0,0.218576,0.0578133
533,272575576,B_0,0.0,0.0,0.209833,0.0
534,14742010,B_0,0.0,0.312446,0.213937,0.0
535,630668703,B_0,0.22956,0.178853,0.209219,0.22956
536,383666751,B_0,0.178853,0.0,0.20085,0.178853
537,347592710,B_0,0.0,0.0,0.192816,0.0
538,148066622,B_0,0.0,0.237714,0.194612,0.0
539,929138078,B_0,0.206497,0.0560649,0.187821,0.206497
540,517421487,B_0,0.0560649,0.0486824,0.182256,0.0560649
541,953774673,B_0,0.0486824,0.0655822,0.177589,0.0486824
542,286014584,B_0,0.0655822,0.337144,0.183971,0.0655822
543,908767523,B_0,0.200828,0.379303,0.186332,0.200828
544,379556430,B_0,0.205297,0.375476,0.186937,0.205297
545,475285716,B_0,0.205711,0.244474,0.182448,0.205711
546,501651611,B_0,0.194672,0.180895,0.180394,0.194672
547,73468343,B_0,0.180895,0.00770034,0.173486,0.180895
548,817036108,B_0,0.00770034,0.224392,0.175522,0.00770034
549,16142459,B_0,0.186742,0.163755,0.173546,0.186742
550,819895241,B_0,0.163755,0.228978,0.175763,0.163755
551,486182303,B_0,0.187212,0.283117,0.178386,0.187212
552,471738395,B_0,0.192542,0.225989,0.176667,0.192542
553,695355975,B_0,0.187967,0.0380219,0.169601,0.187967
554,119632748,B_0,0.0380219,0.221793,0.171688,0.0380219
555,659146750,B_0,0.182778,0.152512,0.169361,0.182778
556,331297705,B_0,0.152512,0.556234,0.184836,0.152512
557,224348553,B_0,0.212647,0.343587,0.177442,0.212647
558,775363451,B_0,0.194622,0.445644,0.182212,0.194622
559,471990372,B_0,0.204494,0.24115,0.174923,0.204494
560,567007067,B_0,0.186981,0.0541694,0.167926,0.186981
561,288506960,B_0,0.0541694,0.231628,0.170474,0.0541694
562,621594784,B_0,0.182056,0.0495721,0.163656,0.182056
563,622472630,B_0,0.0495721,0.344851,0.170903,0.0495721
564,109779803,B_0,0.188146,0.215546,0.166421,0.188146
565,418713698,B_0,0.177198,0.245077,0.168033,0.177198
566,289096117,B_0,0.180287,0.278513,0.169861,0.180287
567,627021419,B_0,0.183786,0.094727,0.163066,0.183786
568,604757983,B_0,0.094727,0.370849,0.171378,0.094727
569,803810445,B_0,0.18992,0.248996,0.167245,0.18992
570,53418565,B_0,0.179695,0.307729,0.170093,0.179695
571,612664342,B_0,0.185479,0.361052,0.172841,0.185479
572,886181591,B_0,0.190894,0.391179,0.174768,0.190894
573,398743977,B_0,0.194327,0.337932,0.173421,0.194327
574,329541411,B_0,0.190317,0.370787,0.175411,0.190317
575,948679753,B_0,0.19395,0.176837,0.168394,0.19395
576,997267993,B_0,0.176837,0.121016,0.166499,0.176837
577,186945301,B_0,0.121016,0.0,0.159839,0.121016
578,585001811,B_0,0.0,0.213968,0.162004,0.0
579,83636838,B_0,0.172703,0.107645,0.158179,0.172703
580,356485811,B_0,0.107645,0.117959,0.15657,0.107645
581,940326500,B_0,0.117959,0.105437,0.154525,0.117959
582,109877313,B_0,0.105437,0.0,0.148344,0.105437
583,190321260,B_0,0.0,0.0,0.14241,0.0
584,36255465,B_0,0.0,0.0114892,0.137174,0.0
585,170866283,B_0,0.0114892,0.352201,0.145775,0.0114892
586,69930833,B_0,0.163385,0.725136,0.161396,0.163385
587,270734380,B_0,0.197653,0.676625,0.160906,0.197653
588,861635360,B_0,0.194738,0.481888,0.15447,0.194738
589,135836183,B_0,0.178564,0.613171,0.160685,0.178564
590,121821980,B_0,0.191344,0.62183,0.162258,0.191344
591,911949898,B_0,0.193349,0.536931,0.160106,0.193349
592,627059800,B_0,0.186952,0.729874,0.168897,0.186952
593,993360034,B_0,0.205391,0.733283,0.170493,0.205391
594,884150707,B_0,0.207157,0.77185,0.173502,0.207157
595,534313893,B_0,0.212095,0.598842,0.168126,0.212095
596,687000070,B_0,0.198068,0.658168,0.171697,0.198068
597,927334765,B_0,0.204605,0.453563,0.164829,0.204605
598,122882338,B_0,0.187507,0.390796,0.163225,0.187507
599,138354186,B_0,0.182765,0.410386,0.16479,0.182765
600,975755672,B_0,0.18531,0.225076,0.158199,0.18531
601,803530951,B_0,0.169453,0.398209,0.165574,0.169453
602,504547603,B_0,0.185485,0.212724,0.158951,0.185485
603,494662424,B_0,0.169587,0.24078,0.160499,0.169587
604,585481644,B_0,0.172538,0.068242,0.154079,0.172538
605,16118669,B_0,0.068242,0.0759627,0.150954,0.068242
606,866533350,B_0,0.0759627,0.0,0.144916,0.0759627
607,855956773,B_0,0.0,0.244541,0.148901,0.0
608,400094831,B_0,0.161128,0.0834127,0.142945,0.161128
609,409277485,B_0,0.0834127,0.103334,0.141361,0.0834127
610,822421526,B_0,0.103334,0.229235,0.144876,0.103334
611,33175259,B_0,0.156337,0.0728972,0.139081,0.156337
612,380764220,B_0,0.0728972,0.211405,0.141974,0.0728972
613,276262715,B_0,0.152544,0.0852811,0.137351,0.152544
614,159345337,B_0,0.0852811,0.116234,0.136507,0.0852811
615,57531600,B_0,0.116234,0.259876,0.141441,0.116234
616,953043038,B_0,0.154435,0.35594,0.145804,0.154435
617,209050450,B_0,0.163601,0.375477,0.147297,0.163601
618,703760473,B_0,0.166071,0.209406,0.141405,0.166071
619,477814965,B_0,0.151876,0.337354,0.146942,0.151876
620,251623518,B_0,0.16381,0.318911,0.146879,0.16381
621,844171373,B_0,0.162825,0.349093,0.148724,0.162825
622,536582063,B_0,0.166179,0.182914,0.142775,0.166179
623,821071945,B_0,0.151921,0.367116,0.150509,0.151921
624,89412132,B_0,0.168865,0.198251,0.144489,0.168865
625,533257399,B_0,0.154401,0.272785,0.147867,0.154401
626,195999313,B_0,0.161506,0.11128,0.141952,0.161506
627,994184973,B_0,0.11128,0.19541,0.14409,0.11128
628,486055429,B_0,0.153861,0.0474176,0.138561,0.153861
629,462864725,B_0,0.0474176,0.0,0.133019,0.0474176
630,22102049,B_0,0.0,0.444211,0.145467,0.0
631,868945868,B_0,0.167677,0.276534,0.139648,0.167677
632,902726339,B_0,0.153475,0.24577,0.13897,0.153475
633,361748417,B_0,0.151259,0.137505,0.135131,0.151259
634,837310902,B_0,0.137505,0.179852,0.13692,0.137505
635,943878012,B_0,0.145913,0.0339396,0.131443,0.145913
636,640552280,B_0,0.0339396,0.171103,0.13303,0.0339396
637,696179155,B_0,0.141585,0.162794,0.13304,0.141585
638,327229095,B_0,0.141179,0.195971,0.134692,0.141179
639,519804937,B_0,0.144491,0.586376,0.1507,0.144491
640,107249225,B_0,0.180019,0.423096,0.145342,0.180019
641,108023418,B_0,0.166497,0.733988,0.158624,0.166497
642,355548614,B_0,0.195323,0.538665,0.152279,0.195323
643,627456436,B_0,0.179212,0.359453,0.146188,0.179212
644,360864471,B_0,0.16416,0.461912,0.151005,0.16416
645,684112661,B_0,0.174101,0.287811,0.144965,0.174101
646,475113252,B_0,0.159355,0.40319,0.150156,0.159355
647,349577748,B_0,0.170315,0.247172,0.144721,0.170315
648,811645992,B_0,0.15708,0.174484,0.142308,0.15708
649,502864807,B_0,0.151032,0.0234521,0.136616,0.151032
650,98725251,B_0,0.0234521,0.172225,0.13804,0.0234521
651,105924717,B_0,0.146651,0.151668,0.137562,0.146651
652,48883090,B_0,0.145146,0.387439,0.147296,0.145146
653,792877805,B_0,0.166668,0.22077,0.141405,0.166668
654,993687081,B_0,0.152443,0.175876,0.14005,0.152443
655,343703821,B_0,0.148844,0.544657,0.155153,0.148844
656,136849649,B_0,0.182386,0.36227,0.148947,0.182386
657,20622318,B_0,0.167061,0.315954,0.147819,0.167061
658,525149592,B_0,0.163617,0.440664,0.153439,0.163617
659,498015912,B_0,0.175473,0.362341,0.151188,0.175473
660,112968079,B_0,0.169305,0.442113,0.155103,0.169305
661,200072088,B_0,0.177209,0.450588,0.156327,0.177209
662,96268162,B_0,0.178856,0.322471,0.152103,0.178856
663,166031855,B_0,0.168227,0.39042,0.155466,0.168227
664,798334333,B_0,0.174987,0.412275,0.157121,0.174987
665,799833789,B_0,0.177735,0.456569,0.159717,0.177735
666,25627264,B_0,0.182546,0.631525,0.167629,0.182546
667,537882858,B_0,0.199205,0.869673,0.178418,0.199205
668,171320690,B_0,0.221901,0.722691,0.174278,0.221901
669,863488516,B_0,0.210412,0.700558,0.174838,0.210412
670,223664196,B_0,0.209866,1.08395,0.191575,0.209866
671,388564068,B_0,0.245772,0.847986,0.184304,0.245772
672,473418710,B_0,0.226703,0.957924,0.190397,0.226703
673,236449072,B_0,0.238294,1.05773,0.196305,0.238294
674,61794671,B_0,0.249192,0.842359,0.189806,0.249192
675,265585190,B_0,0.231924,1.06311,0.200321,0.231924
676,33468459,B_0,0.253477,0.809638,0.192308,0.253477
677,820392009,B_0,0.23279,0.757968,0.191861,0.23279
678,466382442,B_0,0.229759,0.529778,0.184249,0.229759
679,315757460,B_0,0.210738,0.644133,0.189883,0.210738
680,594895975,B_0,0.222089,0.912276,0.201897,0.222089
681,145974062,B_0,0.247511,0.664765,0.193821,0.247511
682,984286066,B_0,0.227059,0.763573,0.199103,0.227059
683,634732543,B_0,0.237281,0.550778,0.192118,0.237281
684,169559671,B_0,0.219657,0.368622,0.185933,0.219657
685,667348834,B_0,0.204365,0.739977,0.201525,0.204365
686,903580101,B_0,0.238524,0.649135,0.199371,0.238524
687,554512043,B_0,0.231828,0.607855,0.199018,0.231828
688,371394552,B_0,0.229411,0.615799,0.200552,0.229411
689,666764641,B_0,0.231342,0.596839,0.201025,0.231342
690,817586983,B_0,0.230867,0.426397,0.195401,0.230867
691,26303967,B_0,0.216721,0.574359,0.202172,0.216721
692,80741801,B_0,0.23089,1.23187,0.229622,0.23089
693,866637368,B_0,0.291215,0.953124,0.220935,0.291215
694,979625131,B_0,0.268591,0.868202,0.219445,0.268591
695,524441705,B_0,0.262855,0.757281,0.216744,0.262855
696,40473771,B_0,0.254608,0.929634,0.225153,0.254608
697,729036089,B_0,0.271635,0.657999,0.216147,0.271635
698,839306072,B_0,0.249047,0.630097,0.216347,0.249047
699,418771938,B_0,0.247852,0.400049,0.208405,0.247852
700,408035084,B_0,0.228407,0.171642,0.200069,0.228407
701,967537575,B_0,0.171642,0.15505,0.198268,0.171642
702,645999138,B_0,0.15505,0.380969,0.205576,0.15505
703,124542468,B_0,0.224624,0.261521,0.20156,0.224624
704,586733239,B_0,0.214636,0.387972,0.207141,0.214636
705,538258382,B_0,0.22654,0.411626,0.208863,0.22654
706,428970398,B_0,0.229445,0.182181,0.200509,0.229445
707,365250732,B_0,0.182181,0.457422,0.210785,0.182181
708,303238087,B_0,0.233656,0.223766,0.202354,0.233656
709,323926705,B_0,0.213542,0.0102238,0.19426,0.213542
710,69525242,B_0,0.0102238,0.606262,0.21074,0.0102238
711,88592518,B_0,0.241053,0.523183,0.208629,0.241053
712,681911591,B_0,0.234788,0.646763,0.214619,0.234788
713,75951780,B_0,0.246957,0.590733,0.213671,0.246957
714,168695100,B_0,0.243208,0.347526,0.205124,0.243208
715,405699070,B_0,0.2225,0.455925,0.210155,0.2225
716,344211816,B_0,0.232951,0.222973,0.201749,0.232951
717,246491336,B_0,0.212898,0.0100758,0.193679,0.212898
718,579937610,B_0,0.0100758,0.520927,0.206769,0.0100758
719,516750785,B_0,0.232815,0.456051,0.205216,0.232815
720,894524184,B_0,0.228018,1.08605,0.231328,0.228018
721,540151090,B_0,0.28563,1.82622,0.263107,0.28563
722,467990217,B_0,0.354418,2.57018,0.296518,0.354418
723,463137760,B_0,0.425027,3.15795,0.325169,0.425027
724,938300626,B_0,0.483066,2.95976,0.323557,0.483066
725,698328331,B_0,0.471545,2.8747,0.326074,0.471545
726,28498301,B_0,0.469809,3.34317,0.350563,0.469809
727,604801937,B_0,0.517721,2.82545,0.33654,0.517721
728,963012955,B_0,0.477813,2.51457,0.329755,0.477813
729,380577823,B_0,0.455484,2.71023,0.342611,0.455484
730,714745921,B_0,0.478123,2.25371,0.329771,0.478123
731,570702671,B_0,0.442456,2.32701,0.33721,0.442456
732,573083586,B_0,0.453561,1.88171,0.324052,0.453561
733,640247825,B_0,0.418138,2.06569,0.335175,0.418138
734,985289463,B_0,0.43846,1.82594,0.329716,0.43846
735,278227728,B_0,0.421013,1.72718,0.329418,0.421013
736,615967049,B_0,0.415776,1.5101,0.324189,0.415776
737,37035006,B_0,0.399694,1.68032,0.334018,0.399694
738,313687775,B_0,0.418034,1.46098,0.328605,0.418034
739,269097714,B_0,0.401654,1.55237,0.335183,0.401654
740,459612441,B_0,0.412801,1.3723,0.331084,0.412801
741,168802149,B_0,0.399699,1.1713,0.325789,0.399699
742,276874131,B_0,0.384354,0.926981,0.318359,0.384354
743,783880468,B_0,0.364708,1.19458,0.330917,0.364708
744,952722787,B_0,0.390646,1.10458,0.329706,0.390646
745,672480733,B_0,0.384935,0.853385,0.321867,0.384935
746,388377027,B_0,0.364537,0.675223,0.316448,0.364537
747,598144037,B_0,0.350209,0.325014,0.30379,0.350209
748,588369030,B_0,0.32004,0.553998,0.300797,0.0
749,107392650,B_0,0.328497,0.649346,0.305719,0.328497
750,115275842,B_0,0.338187,0.50701,0.301325,0.338187
751,786082995,B_0,0.326675,0.376186,0.297106,0.326675
752,456471248,B_0,0.315915,0.197974,0.29073,0.315915
753,426706568,B_0,0.197974,0.270795,0.289932,0.197974
754,220849591,B_0,0.270795,0.211187,0.286782,0.270795
755,848559328,B_0,0.211187,0.180775,0.282542,0.211187
756,822341619,B_0,0.180775,0.103934,0.275398,0.180775
757,546792936,B_0,0.103934,0.330134,0.277587,0.103934
758,85777134,B_0,0.294094,0.15582,0.271275,0.294094
759,414752011,B_0,0.15582,-2.77556e-17,0.260424,0.15582
760,523147485,B_0,-2.77556e-17,0.178689,0.257155,0.0
761,830639195,B_0,0.178689,0.202215,0.254957,0.178689
762,707439469,B_0,0.202215,0.00663798,0.245024,0.202215
763,322503637,B_0,0.00663798,0.612377,0.259718,0.00663798
764,417971666,B_0,0.290337,0.369826,0.251241,0.290337
765,543581049,B_0,0.269732,0.100094,0.241191,0.269732
766,435767855,B_0,0.100094,0.344397,0.24532,0.100094
767,417540892,B_0,0.262539,0.207504,0.240533,0.262539
768,790193652,B_0,0.207504,0.335249,0.244321,0.207504
769,586516477,B_0,0.261084,0.282521,0.242883,0.261084
770,902765134,B_0,0.257009,0.194744,0.239937,0.257009
771,426900309,B_0,0.194744,0.427968,0.247458,0.194744
772,474633942,B_0,0.268856,0.373184,0.246122,0.268856
773,885512529,B_0,0.264782,0.68357,0.259284,0.264782
774,262152583,B_0,0.293463,0.702321,0.261402,0.293463
775,230509015,B_0,0.296518,0.405804,0.250945,0.296518
776,314224105,B_0,0.271236,0.734838,0.264918,0.271236
777,831481653,B_0,0.30166,0.728011,0.266115,0.30166
778,868317958,B_0,0.302516,1.41555,0.295073,0.302516
779,76033641,B_0,0.36585,1.84603,0.315123,0.36585
780,297095103,B_0,0.407424,2.62806,0.350096,0.407424
781,381695921,B_0,0.481499,2.33901,0.34379,0.481499
782,181833457,B_0,0.46074,2.25235,0.345002,0.46074
783,172051577,B_0,0.457619,2.40085,0.355447,0.457619
784,421847791,B_0,0.475489,1.92536,0.341229,0.475489
785,796905227,B_0,0.437497,1.81134,0.340519,0.437497
786,297682416,B_0,0.431086,1.98227,0.350978,0.431086
787,53502815,B_0,0.450092,1.63614,0.341098,0.450092
788,17670534,B_0,0.422905,1.88979,0.354516,0.422905
789,813462908,B_0,0.449006,1.44079,0.340336,0.449006
790,471262738,B_0,0.412375,1.65634,0.351839,0.412375
791,155041640,B_0,0.434656,1.84644,0.362756,0.434656
792,609352040,B_0,0.455078,1.78573,0.36402,0.455078
793,900612788,B_0,0.453307,2.5787,0.399311,0.453307
794,152861387,B_0,0.528246,2.28201,0.3926,0.528246
795,37941704,B_0,0.506701,1.77531,0.376896,0.506701
796,669210387,B_0,0.465662,1.30965,0.361821,0.465662
797,515428227,B_0,0.427303,1.10288,0.356169,0.427303
798,649272945,B_0,0.411313,0.691565,0.341922,0.411313
799,400710577,B_0,0.376501,0.784524,0.347024,0.376501
800,219361990,B_0,0.38625,0.754354,0.347386,0.38625
801,911226713,B_0,0.385104,0.530085,0.339924,0.385104
802,706260959,B_0,0.366428,0.163657,0.326327,0.366428
803,460127328,B_0,0.163657,0.172946,0.320192,0.163657
804,433106218,B_0,0.172946,0.588007,0.330904,0.172946
805,510285518,B_0,0.360305,0.279317,0.319733,0.360305
806,414557317,B_0,0.279317,0.104088,0.311107,0.279317
807,248727254,B_0,0.104088,0.475278,0.317674,0.104088
808,874373654,B_0,0.341438,0.331187,0.312861,0.341438
809,884750783,B_0,0.32942,1.4175,0.356976,0.32942
810,737861291,B_0,0.427851,0.989648,0.342697,0.427851
811,685564375,B_0,0.392179,0.996782,0.344961,0.392179
812,568515840,B_0,0.3948,0.708406,0.33542,0.3948
813,35940439,B_0,0.37084,0.430595,0.325724,0.37084
814,431716131,B_0,0.347254,0.489209,0.32893,0.347254
815,738594312,B_0,0.35339,0.163129,0.316865,0.35339
816,33622364,B_0,0.163129,0.0,0.304191,0.163129
817,567605438,B_0,0.0,0.236466,0.301482,0.0
818,16581078,B_0,0.236466,1.29579,0.341254,0.236466
819,473486721,B_0,0.406043,1.03424,0.333383,0.406043
820,651231788,B_0,0.385095,1.13456,0.339465,0.385095
821,940055640,B_0,0.396193,0.879283,0.331523,0.396193
822,859435535,B_0,0.375487,0.515571,0.318733,0.375487
823,947203901,B_0,0.344511,0.328132,0.312266,0.344511
824,522001603,B_0,0.328132,0.513051,0.320298,0.328132
825,59606142,B_0,0.34595,0.412033,0.317283,0.34595
826,316388502,B_0,0.337885,1.13225,0.346916,0.337885
827,4678799,B_0,0.403528,0.72872,0.333039,0.403528
828,427253289,B_0,0.369475,0.855599,0.339572,0.369475
829,943560700,B_0,0.382352,0.633072,0.332382,0.382352
830,513804400,B_0,0.364036,0.269036,0.319087,0.364036
831,128797257,B_0,0.269036,0.140013,0.311924,0.269036
832,290095949,B_0,0.140013,0.0,0.299447,0.140013
833,618508770,B_0,0.0,0.747089,0.317353,0.0
834,780107848,B_0,0.354707,0.392382,0.304658,0.354707
835,276762654,B_0,0.324278,0.422643,0.306654,0.324278
836,457490550,B_0,0.327786,0.0948575,0.294387,0.327786
837,890318407,B_0,0.0948575,0.509658,0.302998,0.0948575
838,6554027,B_0,0.328481,0.181177,0.290878,0.328481
839,213560071,B_0,0.181177,0.137406,0.284739,0.181177
840,2640092,B_0,0.137406,0.0630908,0.275874,0.137406
841,554970533,B_0,0.0630908,0.0737105,0.267787,0.0630908
842,965035671,B_0,0.0737105,0.323543,0.270017,0.0737105
843,841277048,B_0,0.286194,0.0944454,0.2615,0.286194
844,243351470,B_0,0.0944454,0.0872557,0.254531,0.0944454
845,351306577,B_0,0.0872557,0.123195,0.249277,0.0872557
846,508669175,B_0,0.123195,0.071842,0.24218,0.123195
847,72773647,B_0,0.071842,0.507518,0.252793,0.071842
848,464126758,B_0,0.278169,0.248385,0.243443,0.278169
849,674703664,B_0,0.248385,0.0,0.233705,0.248385
850,544225111,B_0,0.0,0.981024,0.263598,0.0
851,102361363,B_0,0.312649,1.45111,0.284363,0.312649
852,694899067,B_0,0.356919,1.15485,0.275416,0.356919
853,687761621,B_0,0.333158,1.20754,0.279833,0.333158
854,723652583,B_0,0.34021,1.1755,0.280966,0.34021
855,580572132,B_0,0.339741,1.48611,0.295741,0.339741
856,3605499,B_0,0.370047,2.98799,0.358789,0.370047
857,837445077,B_0,0.508188,4.22565,0.414271,0.508188
858,1417988,B_0,0.625553,3.74903,0.403658,0.625553
859,520832246,B_0,0.591109,3.79357,0.412937,0.591109
860,197987459,B_0,0.602616,3.63492,0.414179,0.602616
861,49853629,B_0,0.595925,3.31742,0.408748,0.595925
862,521611352,B_0,0.574619,2.7428,0.392398,0.574619
863,974971368,B_0,0.529538,2.41039,0.384588,0.529538
864,604379375,B_0,0.505107,2.37685,0.388067,0.505107
865,709439079,B_0,0.50691,2.21066,0.386173,0.50691
866,234381261,B_0,0.496706,5.20744,0.510465,0.496706
867,731631475,B_0,0.770837,5.54619,0.53443,0.770837
868,832527459,B_0,0.81174,4.83009,0.516879,0.81174
869,698930800,B_0,0.758383,4.9317,0.530603,0.758383
870,973999264,B_0,0.777188,4.29039,0.514814,0.777188
871,414622474,B_0,0.729333,3.56105,0.494222,0.729333
872,967787394,B_0,0.672274,3.16437,0.485477,0.672274
873,846851487,B_0,0.643695,2.98028,0.484441,0.643695
874,103007783,B_0,0.633455,2.34682,0.465064,0.633455
875,547764514,B_0,0.582405,1.95423,0.454054,0.582405
876,5529092,B_0,0.551765,1.45763,0.438098,0.551765
877,360475126,B_0,0.51098,1.67272,0.449617,0.51098
878,702514709,B_0,0.533253,1.13947,0.431633,0.533253
879,922944702,B_0,0.488606,1.57267,0.451239,0.488606
880,269425077,B_0,0.529873,1.50883,0.451831,0.529873
881,133501912,B_0,0.527273,2.33801,0.488016,0.527273
882,315277732,B_0,0.604916,3.92361,0.556116,0.604916
883,583576855,B_0,0.752297,3.17404,0.533981,0.752297
884,877910671,B_0,0.692683,5.79085,0.645001,0.692683
885,377886697,B_0,0.934544,5.31888,0.637704,0.934544
886,105516060,B_0,0.903648,4.90756,0.631889,0.903648
887,53868969,B_0,0.877267,4.12015,0.610208,0.877267
888,126639136,B_0,0.816215,3.55711,0.595926,0.816215
889,749102022,B_0,0.773781,3.01874,0.581506,0.773781
890,639944429,B_0,0.732443,2.41723,0.563483,0.732443
891,298744053,B_0,0.684345,2.18084,0.558862,0.684345
892,75644311,B_0,0.667904,1.78568,0.547417,0.667904
893,740576705,B_0,0.636701,1.76613,0.550206,0.636701
894,338624202,B_0,0.638513,1.92598,0.560132,0.638513
895,845900513,B_0,0.656431,2.08803,0.570467,0.656431
896,605404496,B_0,0.674868,2.45261,0.589226,0.674868
897,468550530,B_0,0.711856,1.79926,0.567997,0.711856
898,840712933,B_0,0.65796,1.1413,0.545277,0.65796
899,907142043,B_0,0.602342,0.721035,0.530749,0.602342
900,786027403,B_0,0.566801,1.03845,0.544888,0.566801
901,39701578,B_0,0.59681,0.879528,0.540608,0.59681
902,262179863,B_0,0.584584,0.769659,0.537972,0.584584
903,638449019,B_0,0.576455,0.658642,0.535071,0.576455
904,745304117,B_0,0.568003,1.04931,0.552015,0.568003
905,802257059,B_0,0.60448,1.65928,0.578512,0.60448
906,432345846,B_0,0.661476,2.46743,0.614157,0.661476
907,523332669,B_0,0.737528,4.87415,0.71536,0.737528
908,85644159,B_0,0.959068,6.55904,0.792504,0.959068
909,846994503,B_0,1.12046,6.48449,0.80264,1.12046
910,502866404,B_0,1.12687,5.64015,0.781836,1.12687
911,456771510,B_0,1.06384,4.59384,0.751264,1.06384
912,804852573,B_0,0.980956,4.43244,0.753995,0.980956
913,364175989,B_0,0.975617,3.64612,0.731407,0.975617
914,530661292,B_0,0.913713,4.61001,0.777255,0.913713
915,584240585,B_0,1.00776,3.73656,0.751537,1.00776
916,589182724,B_0,0.938365,6.704,0.877708,0.938365
917,739275167,B_0,1.21291,5.93839,0.860492,1.21291
918,78687647,B_0,1.15741,5.83661,0.868297,1.15741
919,305272938,B_0,1.16013,4.97051,0.845326,1.16013
920,732524412,B_0,1.09385,4.13855,0.821989,1.09385
921,857403148,B_0,1.02892,4.06347,0.827263,1.02892
922,571843029,B_0,1.03044,5.99109,0.912495,1.03044
923,132757159,B_0,1.21205,4.83143,0.87809,1.21205
