step_no,step_id,cf_id,liquidity,price,equity,debt,profit,production,sales,queue,expected_demand,intresses,labour_demand,lmbda,loans,staff,first_step,capital,capital_avg,invested,planned_production,planned_investment,wage_bill,investment_cost,capital_book,desired_capital
1156,421351058,C_0,152.795,4.20518,170.767,2.59232e-16,0.966437,0.5,0.5,1.36182,0.51316,3.1882e-17,0.0263206,1.37425e-18,"[{""amount"": 4.490568845837401e-17, ""rate"": 0.1168370519014623}, {""amount"": 2.1432648823655106e-16, ""rate"": 0.1168370519014623}]","[""W_2835""]",0,10.9288,2.47426,0.0,0.51316,0.0,1.0,0.0,17.7788,2.9109,0.14062
1157,341686848,C_0,149.795,4.47887,167.409,2.46271e-16,-3.31057,1.5,0.0,0.0,1.72695,3.02879e-17,0.453908,1.30146e-18,"[{""amount"": 4.266040403545531e-17, ""rate"": 0.1168370519014623}, {""amount"": 2.036101638247235e-16, ""rate"": 0.1168370519014623}]","[""W_2835"", ""W_1487"", ""W_2478""]",0,10.8387,4.03266,0.0,1.72695,0.0,3.0,0.0,17.6147,4.7443,0.474531
1158,93780585,C_0,150.777,4.38793,168.518,2.33957e-16,1.06003,0.5,0.5,0.326611,0.172695,2.87735e-17,0.0,1.25598e-18,"[{""amount"": 4.052738383368254e-17, ""rate"": 0.1168370519014623}, {""amount"": 1.9342965563348734e-16, ""rate"": 0.1168370519014623}]","[""W_1487""]",0,10.8087,4.26858,0.0,0.172695,0.0,1.0,0.0,17.5295,5.02186,0.0478476
1159,252170643,C_0,150.865,4.38793,168.355,2.22259e-16,-0.00024692,0.5,0.248065,0.0,0.76122,2.73349e-17,0.522439,1.18807e-18,"[{""amount"": 3.8501014641998416e-17, ""rate"": 0.1168370519014623}, {""amount"": 1.8375817285181297e-16, ""rate"": 0.1168370519014623}]","[""W_1487""]",0,10.7786,3.37545,0.0,0.76122,0.0,1.0,0.0,17.4894,3.97112,0.211492
1160,940479768,C_0,151.829,4.3512,169.463,2.11146e-16,1.05955,0.5,0.5,0.0,0.29938,2.59681e-17,-0.401239,1.12886e-18,"[{""amount"": 3.6575963909898494e-17, ""rate"": 0.1168370519014623}, {""amount"": 1.745702642092223e-16, ""rate"": 0.1168370519014623}]","[""W_1487""]",0,10.7486,2.43847,0.0,0.29938,0.0,1.0,0.0,17.4221,2.86879,0.0834095
1161,658250440,C_0,151.845,4.3512,169.203,2.00589e-16,-0.0969418,0.5,0.233558,0.0,0.479938,2.46697e-17,-0.0401239,1.0697e-18,"[{""amount"": 3.474716571440357e-17, ""rate"": 0.1168370519014623}, {""amount"": 1.658417509987612e-16, ""rate"": 0.1168370519014623}]","[""W_1487""]",0,10.7186,1.96999,0.0,0.479938,0.0,1.0,0.0,17.3575,2.31763,0.134088
1162,403656470,C_0,152.703,4.08016,170.161,1.90559e-16,0.909791,0.5,0.5,2.42073,0.258196,2.34362e-17,-0.483608,1.01573e-18,"[{""amount"": 3.300980742868339e-17, ""rate"": 0.1168370519014623}, {""amount"": 1.5754966344882314e-16, ""rate"": 0.1168370519014623}]","[""W_1487""]",0,10.6885,1.73574,0.0,0.258196,0.0,1.0,0.0,17.2757,2.04205,0.0723383
1163,436275406,C_0,150.174,4.28379,167.217,1.81031e-16,-3.00437,2.5,0.576803,0.0,2.65448,2.22644e-17,0.308955,9.6258e-19,"[{""amount"": 3.135931705724922e-17, ""rate"": 0.1168370519014623}, {""amount"": 1.4967218027638198e-16, ""rate"": 0.1168370519014623}]","[""W_1487"", ""W_496"", ""W_2487"", ""W_1645"", ""W_1391""]",0,10.5384,5.25335,0.0,2.65448,0.0,5.0,0.0,17.0433,6.18042,0.74579
1164,77591417,C_0,152.031,4.25981,169.33,1.7198e-16,2.01527,1.0,1.0,0.0833115,0.78457,2.11512e-17,0.0,9.29759e-19,"[{""amount"": 2.979135120438676e-17, ""rate"": 0.1168370519014623}, {""amount"": 1.421885712625629e-16, ""rate"": 0.1168370519014623}]","[""W_1487"", ""W_496""]",0,10.4783,6.38043,0.0,0.78457,0.0,2.0,0.0,16.8956,7.50639,0.22357
1165,784672442,C_0,153.169,4.25981,170.22,1.63381e-16,1.19705,1.0,0.792876,0.0,1.05344,2.00936e-17,0.106875,8.7601e-19,"[{""amount"": 2.830178364416742e-17, ""rate"": 0.1168370519014623}, {""amount"": 1.3507914269943474e-16, ""rate"": 0.1168370519014623}]","[""W_1487"", ""W_496""]",0,10.4183,4.81681,0.0,1.05344,0.0,2.0,0.0,16.8121,5.66683,0.301907
1166,834006255,C_0,154.813,3.99231,171.82,1.55212e-16,1.74201,1.0,1.0,4.06228,0.818932,1.90889e-17,-0.362136,8.28112e-19,"[{""amount"": 2.6886694461959048e-17, ""rate"": 0.1168370519014623}, {""amount"": 1.28325185564463e-16, ""rate"": 0.1168370519014623}]","[""W_1487"", ""W_496""]",0,10.3582,3.90991,0.0,0.818932,0.0,2.0,0.0,16.6584,4.59989,0.236052
1167,802331092,C_0,151.367,4.27754,169.202,1.47451e-16,-0.836819,3.0,0.998472,0.0,4.63795,1.81345e-17,0.898564,7.80827e-19,"[{""amount"": 2.5542359738861096e-17, ""rate"": 0.1168370519014623}, {""amount"": 1.2190892628623984e-16, ""rate"": 0.1168370519014623}]","[""W_1487"", ""W_496"", ""W_2611"", ""W_1093"", ""W_355"", ""W_1187""]",0,11.287,9.55598,1.71723,4.63795,1.10897,6.0,1.75235,17.8353,11.2423,0.236052
1168,506287278,C_0,153.899,4.06487,172.169,1.40079e-16,2.82491,1.5,1.5,1.97314,1.36242,1.72278e-17,0.0,7.40109e-19,"[{""amount"": 2.426524175191804e-17, ""rate"": 0.1168370519014623}, {""amount"": 1.1581347997192786e-16, ""rate"": 0.1168370519014623}]","[""W_496"", ""W_1093"", ""W_1187""]",0,11.1969,9.28249,0.0,1.36242,0.0,3.0,0.0,17.7053,10.9206,0.362484
1169,224528555,C_0,147.715,4.46208,166.071,1.33075e-16,-4.82352,3.0,0.18144,0.0,3.26207,1.63664e-17,0.52414,6.95083e-19,"[{""amount"": 2.3051979664322137e-17, ""rate"": 0.1168370519014623}, {""amount"": 1.1002280597333147e-16, ""rate"": 0.1168370519014623}]","[""W_496"", ""W_1093"", ""W_1187"", ""W_1203"", ""W_2438"", ""W_1247""]",0,11.6472,9.85617,0.993687,3.26207,0.630508,6.0,0.993687,18.3562,11.5955,0.874885
1170,484487213,C_0,148.565,4.05825,167.016,1.26421e-16,0.897269,0.5,0.5,3.1509,0.489503,1.55481e-17,0.0,6.74902e-19,"[{""amount"": 2.189938068110603e-17, ""rate"": 0.1168370519014623}, {""amount"": 1.045216656746649e-16, ""rate"": 0.1168370519014623}]","[""W_2438""]",0,11.6172,9.43259,0.0,0.489503,0.0,1.0,0.0,18.2715,11.0972,0.126209
1171,826150181,C_0,150.482,4.18539,170.222,1.201e-16,4.07908,3.0,2.31988,0.0,3.33476,1.47707e-17,0.669519,6.38659e-19,"[{""amount"": 2.080441164705073e-17, ""rate"": 0.1168370519014623}, {""amount"": 9.929558239093166e-17, ""rate"": 0.1168370519014623}]","[""W_2438"", ""W_1467"", ""W_2986"", ""W_1704"", ""W_587"", ""W_1065""]",0,12.0576,10.1981,0.976005,3.33476,0.620552,6.0,0.973929,18.9238,11.9978,0.862023
1172,852228239,C_0,151.662,4.20582,170.251,1.14095e-16,0.612284,2.5,1.49847,0.0,2.42136,1.40321e-17,0.0,5.95415e-19,"[{""amount"": 1.976419106469819e-17, ""rate"": 0.1168370519014623}, {""amount"": 9.433080327138507e-17, ""rate"": 0.1168370519014623}]","[""W_2438"", ""W_1467"", ""W_1704"", ""W_587"", ""W_1065""]",0,11.9074,9.60357,0.0,2.42136,0.0,5.0,0.0,18.4667,11.2983,0.603054
1173,894911844,C_0,151.411,4.29099,169.704,1.0839e-16,-0.611203,2.0,0.873618,0.0,1.59076,1.33305e-17,0.0,5.64809e-19,"[{""amount"": 1.877598151146328e-17, ""rate"": 0.1168370519014623}, {""amount"": 8.961426310781582e-17, ""rate"": 0.1168370519014623}]","[""W_2438"", ""W_1467"", ""W_1704"", ""W_1065""]",0,11.7873,8.55554,0.0,1.59076,0.0,4.0,0.0,18.2932,10.0653,0.401182
1174,554710312,C_0,153.127,4.09528,171.693,1.02971e-16,1.8962,1.0,1.0,2.24109,0.945332,1.2664e-17,0.0,5.39037e-19,"[{""amount"": 1.7837182435890118e-17, ""rate"": 0.1168370519014623}, {""amount"": 8.513354995242504e-17, ""rate"": 0.1168370519014623}]","[""W_1467"", ""W_1065""]",0,11.7272,7.28077,0.0,0.945332,0.0,2.0,0.0,18.1873,8.56561,0.240838
1175,235497289,C_0,147.597,4.38035,165.511,9.78222e-17,-6.08257,3.0,0.107219,0.0,3.01151,1.20308e-17,0.0230238,5.08988e-19,"[{""amount"": 1.694532331409561e-17, ""rate"": 0.1168370519014623}, {""amount"": 8.087687245480378e-17, ""rate"": 0.1168370519014623}]","[""W_1467"", ""W_1065"", ""W_1201"", ""W_2597"", ""W_2421"", ""W_855""]",0,11.5471,8.50688,0.0,3.01151,0.0,6.0,0.0,17.9146,10.0081,0.77116
1176,25097910,C_0,147.796,4.37409,165.685,9.29311e-17,0.127444,0.5,0.279985,0.0,0.397648,1.14293e-17,0.0,4.99438e-19,"[{""amount"": 1.609805714839083e-17, ""rate"": 0.1168370519014623}, {""amount"": 7.683302883206359e-17, ""rate"": 0.1168370519014623}]","[""W_2421""]",0,11.517,8.75795,0.0,0.397648,0.0,1.0,0.0,17.8639,10.3035,0.103415
1177,630748189,C_0,148.631,4.06889,166.703,8.82845e-17,0.996948,0.5,0.5,2.49545,0.291752,1.08578e-17,-0.416497,4.73765e-19,"[{""amount"": 1.529315429097129e-17, ""rate"": 0.1168370519014623}, {""amount"": 7.299137739046042e-17, ""rate"": 0.1168370519014623}]","[""W_2421""]",0,11.487,5.12972,0.0,0.291752,0.0,1.0,0.0,17.8732,6.03497,0.0760727
1178,536942667,C_0,152.924,4.10033,171.523,8.38703e-17,4.78572,2.5,2.5,0.717654,2.72508,1.03149e-17,0.450164,4.48715e-19,"[{""amount"": 1.4528496576422728e-17, ""rate"": 0.1168370519014623}, {""amount"": 6.934180852093739e-17, ""rate"": 0.1168370519014623}]","[""W_2421"", ""W_2299"", ""W_2212"", ""W_496"", ""W_50""]",0,11.3369,7.06254,0.0,2.72508,0.0,5.0,0.0,17.6417,8.30887,0.712408
1179,184581069,C_0,147.49,4.50524,164.843,7.96768e-17,-6.00293,3.0,0.125557,0.0,3.1684,9.79916e-18,0.336794,4.18069e-19,"[{""amount"": 1.3802071747601591e-17, ""rate"": 0.1168370519014623}, {""amount"": 6.587471809489052e-17, ""rate"": 0.1168370519014623}]","[""W_2421"", ""W_2299"", ""W_2212"", ""W_496"", ""W_50"", ""W_152""]",0,11.1567,8.36258,0.0,3.1684,0.0,6.0,0.0,17.3534,9.83833,0.839272
1180,404995183,C_0,148.479,4.43887,166.041,7.56929e-17,1.15052,0.5,0.5,0.0,0.429841,9.3092e-18,0.0,4.09366e-19,"[{""amount"": 1.3111968160221512e-17, ""rate"": 0.1168370519014623}, {""amount"": 6.258098219014599e-17, ""rate"": 0.1168370519014623}]","[""W_152""]",0,11.1266,8.6858,0.0,0.429841,0.0,1.0,0.0,17.3313,10.2186,0.115699
1181,834241412,C_0,148.655,4.43887,165.967,7.19083e-17,0.109589,0.5,0.269797,0.0,0.492984,8.84374e-18,-0.0140318,3.87333e-19,"[{""amount"": 1.2456369752210436e-17, ""rate"": 0.1168370519014623}, {""amount"": 5.94519330806387e-17, ""rate"": 0.1168370519014623}]","[""W_152""]",0,11.0966,5.09365,0.0,0.492984,0.0,1.0,0.0,17.29,5.99253,0.133053
1182,411956574,C_0,149.496,4.05343,166.92,6.83129e-17,0.927969,0.5,0.5,4.42145,0.292115,8.40155e-18,-0.415769,3.68326e-19,"[{""amount"": 1.1833551264599914e-17, ""rate"": 0.1168370519014623}, {""amount"": 5.647933642660676e-17, ""rate"": 0.1168370519014623}]","[""W_152""]",0,11.0666,3.29757,0.0,0.292115,0.0,1.0,0.0,17.2381,3.8795,0.0790533
1183,273270089,C_0,144.54,4.30616,161.422,6.48972e-17,-5.63877,3.5,0.474689,0.0,4.45852,7.98148e-18,0.370343,3.48394e-19,"[{""amount"": 1.1241873701369918e-17, ""rate"": 0.1168370519014623}, {""amount"": 5.365536960527642e-17, ""rate"": 0.1168370519014623}]","[""W_152"", ""W_1707"", ""W_2656"", ""W_256"", ""W_329"", ""W_1691"", ""W_2341""]",0,10.8564,9.03836,0.0,4.45852,0.0,7.0,0.0,16.8821,10.6334,0.0790533
1184,610691065,C_0,144.676,4.13817,163.41,6.16524e-17,3.24773,1.0,1.0,2.85705,0.873072,7.5824e-18,0.0,3.40993e-19,"[{""amount"": 1.0679780016301422e-17, ""rate"": 0.1168370519014623}, {""amount"": 5.09726011250126e-17, ""rate"": 0.1168370519014623}]","[""W_2656"", ""W_256""]",0,11.6693,9.77443,1.35288,0.873072,0.87295,2.0,1.35288,18.0847,11.4993,0.241502
1185,896393110,C_0,139.831,4.21866,159.105,5.85698e-17,-2.43153,3.5,0.878262,0.0,3.55866,7.20328e-18,0.117313,3.18094e-19,"[{""amount"": 1.014579101548635e-17, ""rate"": 0.1168370519014623}, {""amount"": 4.842397106876197e-17, ""rate"": 0.1168370519014623}]","[""W_2656"", ""W_256"", ""W_454"", ""W_2396"", ""W_1081"", ""W_485"", ""W_1949""]",0,12.459,10.6786,1.54978,3.55866,1.14505,7.0,1.77131,19.2733,12.563,0.915796
1186,759371489,C_0,141.846,3.97155,161.789,5.56413e-17,2.90786,1.5,1.5,3.4034,1.1463,6.84312e-18,0.0,3.04713e-19,"[{""amount"": 9.638501464712033e-18, ""rate"": 0.1168370519014623}, {""amount"": 4.600277251532387e-17, ""rate"": 0.1168370519014623}]","[""W_256"", ""W_454"", ""W_2396""]",0,12.6234,10.5946,0.361387,1.1463,0.254411,3.0,0.390221,19.362,12.4642,0.276293
1187,380766569,C_0,133.684,4.29129,154.187,5.28592e-17,-5.85715,4.0,0.319346,0.0,4.52769,6.50096e-18,0.407165,2.85311e-19,"[{""amount"": 9.156576391476431e-18, ""rate"": 0.1168370519014623}, {""amount"": 4.370263388955768e-17, ""rate"": 0.1168370519014623}]","[""W_256"", ""W_454"", ""W_2396"", ""W_2635"", ""W_1976"", ""W_2954"", ""W_2525"", ""W_1799""]",0,13.3831,12.6597,1.53197,4.52769,2.56831,8.0,3.93457,20.5025,14.8938,0.276293
1188,479443096,C_0,133.67,4.22664,156.299,5.02162e-17,3.55122,1.0,1.0,0.362911,0.74018,6.17591e-18,0.0,2.77976e-19,"[{""amount"": 8.698747571902609e-18, ""rate"": 0.1168370519014623}, {""amount"": 4.1517502195079795e-17, ""rate"": 0.1168370519014623}]","[""W_2525"", ""W_1799""]",0,14.3231,12.3359,1.53033,0.74018,1.41992,2.0,2.17294,21.919,14.5128,0.166087
1189,74254371,C_0,135.491,4.22664,157.709,4.77054e-17,2.02815,1.0,1.0,0.297584,1.30064,5.86712e-18,0.601276,2.5895e-19,"[{""amount"": 8.263810193307478e-18, ""rate"": 0.1168370519014623}, {""amount"": 3.944162708532581e-17, ""rate"": 0.1168370519014623}]","[""W_2525"", ""W_1799""]",0,14.263,8.21435,0.0,1.30064,0.0,2.0,0.0,21.8124,9.66394,0.272694
1190,850330539,C_0,137.301,4.22664,159.48,4.53202e-17,2.08404,1.0,1.0,0.0662315,1.29789,5.57376e-18,0.595778,2.44205e-19,"[{""amount"": 7.850619683642103e-18, ""rate"": 0.1168370519014623}, {""amount"": 3.746954573105952e-17, ""rate"": 0.1168370519014623}]","[""W_2525"", ""W_1799""]",0,14.2029,6.0555,0.0,1.29789,0.0,2.0,0.0,21.7618,7.12412,0.273264
1191,768643345,C_0,138.898,4.22664,160.903,4.30542e-17,1.74825,1.0,0.933721,0.0,1.0894,5.29507e-18,0.178795,2.30191e-19,"[{""amount"": 7.458088699459998e-18, ""rate"": 0.1168370519014623}, {""amount"": 3.559606844450654e-17, ""rate"": 0.1168370519014623}]","[""W_2525"", ""W_1799""]",0,14.1429,4.6287,0.0,1.0894,0.0,2.0,0.0,21.6555,5.44553,0.230337
1192,973142666,C_0,140.528,3.928,162.133,4.09015e-17,1.48872,1.0,1.0,3.74495,0.949288,5.03032e-18,-0.101423,2.17203e-19,"[{""amount"": 7.085184264486998e-18, ""rate"": 0.1168370519014623}, {""amount"": 3.381626502228121e-17, ""rate"": 0.1168370519014623}]","[""W_2525"", ""W_1799""]",0,14.0828,3.81585,0.0,0.949288,0.0,2.0,0.0,21.3071,4.48924,0.201565
1193,601845103,C_0,133.807,4.2699,154.825,3.88564e-17,-7.37484,4.0,0.299558,0.0,4.36539,4.7788e-18,0.730773,2.04821e-19,"[{""amount"": 6.730925051262648e-18, ""rate"": 0.1168370519014623}, {""amount"": 3.212545177116715e-17, ""rate"": 0.1168370519014623}]","[""W_2525"", ""W_1799"", ""W_2889"", ""W_980"", ""W_2088"", ""W_2868"", ""W_2080"", ""W_1245""]",0,13.8426,9.03248,0.0,4.36539,0.0,8.0,0.0,21.018,10.6264,0.930869
1194,612559855,C_0,135.527,4.11093,156.875,3.69136e-17,1.95801,1.0,1.0,0.618241,0.706141,4.53986e-18,0.0,2.02575e-19,"[{""amount"": 6.394378798699516e-18, ""rate"": 0.1168370519014623}, {""amount"": 3.051917918260879e-17, ""rate"": 0.1168370519014623}]","[""W_980"", ""W_1245""]",0,13.7825,10.5222,0.0,0.706141,0.0,2.0,0.0,20.9564,12.3791,0.15319
1195,645637012,C_0,137.812,4.17471,159.102,3.50679e-17,2.48255,1.5,1.38501,0.0,1.52703,4.31287e-18,0.0540629,1.91077e-19,"[{""amount"": 6.07465985876454e-18, ""rate"": 0.1168370519014623}, {""amount"": 2.899322022347835e-17, ""rate"": 0.1168370519014623}]","[""W_980"", ""W_1245"", ""W_906""]",0,13.6924,7.69091,0.0,1.52703,0.0,3.0,0.0,20.7937,9.04813,0.332717
1196,674037567,C_0,140.473,4.1734,161.738,3.33145e-17,2.99573,1.5,1.5,0.665565,1.39922,4.09723e-18,-0.201567,1.79966e-19,"[{""amount"": 5.770926865826313e-18, ""rate"": 0.1168370519014623}, {""amount"": 2.7543559212304433e-17, ""rate"": 0.1168370519014623}]","[""W_980"", ""W_1245"", ""W_906""]",0,13.6023,6.09771,0.0,1.39922,0.0,3.0,0.0,20.6662,7.17378,0.306874
1197,185140152,C_0,142.153,4.1734,162.936,3.16488e-17,1.61483,2.0,1.43826,0.0,2.08893,3.89237e-18,0.177861,1.68934e-19,"[{""amount"": 5.482380522534997e-18, ""rate"": 0.1168370519014623}, {""amount"": 2.616638125168921e-17, ""rate"": 0.1168370519014623}]","[""W_980"", ""W_1245"", ""W_906"", ""W_235""]",0,13.4822,6.30045,0.0,2.08893,0.0,4.0,0.0,20.4609,7.4123,0.461175
1198,331458185,C_0,145.424,4.00002,166.44,3.00663e-17,3.64387,2.0,2.0,1.64613,1.50332,3.69775e-18,-0.993354,1.59516e-19,"[{""amount"": 5.2082614964082475e-18, ""rate"": 0.1168370519014623}, {""amount"": 2.485806218910475e-17, ""rate"": 0.1168370519014623}]","[""W_980"", ""W_1245"", ""W_906"", ""W_235""]",0,13.3621,6.15323,0.0,1.50332,0.0,4.0,0.0,20.2871,7.23909,0.334847
1199,925666002,C_0,141.164,4.19639,161.211,2.8563e-17,-4.77356,3.0,0.4147,0.0,3.43185,3.51286e-18,0.863701,1.49694e-19,"[{""amount"": 4.947848421587835e-18, ""rate"": 0.1168370519014623}, {""amount"": 2.361515907964951e-17, ""rate"": 0.1168370519014623}]","[""W_980"", ""W_1245"", ""W_906"", ""W_235"", ""W_2414"", ""W_1532""]",0,13.1819,8.55129,0.0,3.43185,0.0,6.0,0.0,20.0473,10.0603,0.771275
1200,822335684,C_0,142.955,4.18965,163.297,2.71349e-17,1.99468,1.0,1.0,1.0276,0.716415,3.33722e-18,0.0,1.45709e-19,"[{""amount"": 4.700456000508443e-18, ""rate"": 0.1168370519014623}, {""amount"": 2.2434401125667036e-17, ""rate"": 0.1168370519014623}]","[""W_980"", ""W_1245""]",0,13.1219,8.78015,0.0,0.716415,0.0,2.0,0.0,19.9437,10.3296,0.163208
1201,946139514,C_0,144.307,4.18965,164.376,2.57781e-17,1.34022,1.5,1.10274,0.0,1.89648,3.17036e-18,0.792963,1.37368e-19,"[{""amount"": 4.4654332004830204e-18, ""rate"": 0.1168370519014623}, {""amount"": 2.1312681069383685e-17, ""rate"": 0.1168370519014623}]","[""W_980"", ""W_1245"", ""W_1789""]",0,13.0318,7.43452,0.0,1.89648,0.0,3.0,0.0,19.8007,8.74649,0.434019
1202,406384840,C_0,146.839,4.06313,167.058,2.44892e-17,2.8141,1.5,1.5,1.58897,1.18211,3.01184e-18,-0.635774,1.29701e-19,"[{""amount"": 4.242161540458869e-18, ""rate"": 0.1168370519014623}, {""amount"": 2.0247047015914502e-17, ""rate"": 0.1168370519014623}]","[""W_980"", ""W_1245"", ""W_1789""]",0,12.9417,5.96951,0.0,1.18211,0.0,3.0,0.0,19.6569,7.02295,0.272402
1203,731673100,C_0,151.089,4.0804,171.478,2.32647e-17,4.75461,2.5,2.5,0.949588,2.89828,2.86125e-18,0.79657,1.22067e-19,"[{""amount"": 4.030053463435926e-18, ""rate"": 0.1168370519014623}, {""amount"": 1.9234694665118777e-17, ""rate"": 0.1168370519014623}]","[""W_980"", ""W_1245"", ""W_1789"", ""W_1004"", ""W_1235""]",0,12.7915,7.62285,0.0,2.89828,0.0,5.0,0.0,19.4387,8.96806,0.672521
1204,57163662,C_0,145.545,4.42016,164.766,2.21015e-17,-6.03575,3.0,0.103113,0.0,3.39446,2.71818e-18,0.788916,1.1372e-19,"[{""amount"": 3.82855079026413e-18, ""rate"": 0.1168370519014623}, {""amount"": 1.8272959931862838e-17, ""rate"": 0.1168370519014623}]","[""W_980"", ""W_1245"", ""W_1789"", ""W_1004"", ""W_1235"", ""W_1802""]",0,12.6114,8.99099,0.0,3.39446,0.0,6.0,0.0,19.2218,10.5776,0.796899
1205,908639769,C_0,145.143,4.30235,164.297,2.09964e-17,-0.514819,0.5,0.139137,0.0,0.432247,2.58228e-18,0.0,1.11592e-19,"[{""amount"": 3.6371232507509235e-18, ""rate"": 0.1168370519014623}, {""amount"": 1.7359311935269695e-17, ""rate"": 0.1168370519014623}]","[""W_1789""]",0,12.5813,9.0,0.0,0.432247,0.0,1.0,0.0,19.1541,10.5882,0.102926
1206,261950689,C_0,145.957,4.00836,165.293,1.99466e-17,0.949699,0.5,0.5,3.03546,0.168448,2.45316e-18,-0.663105,1.0629e-19,"[{""amount"": 3.4552670882133773e-18, ""rate"": 0.1168370519014623}, {""amount"": 1.649134633850621e-17, ""rate"": 0.1168370519014623}]","[""W_1789""]",0,12.5513,5.25075,0.0,0.168448,0.0,1.0,0.0,19.1454,6.17735,0.0402063
1207,457128408,C_0,141.931,4.19954,160.814,1.89493e-17,-4.56381,3.0,0.469997,0.0,3.19876,2.3305e-18,0.39751,1.00792e-19,"[{""amount"": 3.2825037338027082e-18, ""rate"": 0.1168370519014623}, {""amount"": 1.5666779021580902e-17, ""rate"": 0.1168370519014623}]","[""W_1789"", ""W_1386"", ""W_38"", ""W_2987"", ""W_2862"", ""W_2476""]",0,12.3711,7.93387,0.0,3.19876,0.0,6.0,0.0,18.8829,9.33396,0.765329
1208,297282943,C_0,143.525,3.94589,162.667,1.80018e-17,1.76086,1.0,1.0,5.59938,0.742873,2.21398e-18,0.0,9.81248e-20,"[{""amount"": 3.118378547112573e-18, ""rate"": 0.1168370519014623}, {""amount"": 1.4883440070501856e-17, ""rate"": 0.1168370519014623}]","[""W_1386"", ""W_2862""]",0,12.3111,8.47144,0.0,0.742873,0.0,2.0,0.0,18.7895,9.9664,0.180327
1209,787173005,C_0,135.97,4.32877,155.933,1.71017e-17,-5.22057,4.0,0.455566,0.0,6.01373,2.10328e-18,0.199165,9.27015e-20,"[{""amount"": 2.9624596197569443e-18, ""rate"": 0.1168370519014623}, {""amount"": 1.4139268066976762e-17, ""rate"": 0.1168370519014623}]","[""W_1386"", ""W_2862"", ""W_1729"", ""W_185"", ""W_1104"", ""W_465"", ""W_735"", ""W_401""]",0,13.0708,14.1447,1.52736,6.01373,4.66258,8.0,7.12144,19.9638,16.6408,0.180327
1210,425091171,C_0,136.674,4.06958,158.905,1.62466e-17,4.36144,1.5,1.5,0.884107,1.01138,1.99812e-18,0.0,9.00278e-20,"[{""amount"": 2.814336638769097e-18, ""rate"": 0.1168370519014623}, {""amount"": 1.3432304663627924e-17, ""rate"": 0.1168370519014623}]","[""W_1386"", ""W_185"", ""W_735""]",0,13.9807,13.0784,1.52771,1.01138,2.62321,3.0,4.00751,21.3585,15.3863,0.232364
1211,397334294,C_0,132.674,4.31019,153.879,1.54343e-17,-4.33746,2.0,0.0,0.0,2.24683,1.89821e-18,0.493669,8.3717e-20,"[{""amount"": 2.673619806830642e-18, ""rate"": 0.1168370519014623}, {""amount"": 1.2760689430446528e-17, ""rate"": 0.1168370519014623}]","[""W_1386"", ""W_185"", ""W_735"", ""W_2473""]",0,13.8606,10.1189,0.0,2.24683,0.0,4.0,0.0,21.2048,11.9046,0.482611
1212,950502203,C_0,133.551,4.12405,154.848,1.46626e-17,0.923144,0.5,0.5,1.12058,0.224683,1.8033e-18,0.0,8.1368e-20,"[{""amount"": 2.53993881648911e-18, ""rate"": 0.1168370519014623}, {""amount"": 1.2122654958924202e-17, ""rate"": 0.1168370519014623}]","[""W_2473""]",0,13.8306,8.06246,0.0,0.224683,0.0,1.0,0.0,21.1118,9.48525,0.0486793
1213,296211639,C_0,135.286,4.12405,156.701,1.39295e-17,1.94642,1.0,1.0,1.10411,1.48099,1.71313e-18,0.961979,7.6983e-20,"[{""amount"": 2.4129418756646545e-18, ""rate"": 0.1168370519014623}, {""amount"": 1.1516522210977991e-17, ""rate"": 0.1168370519014623}]","[""W_2473"", ""W_1942""]",0,13.7705,6.46453,0.0,1.48099,0.0,2.0,0.0,21.0259,7.60533,0.321564
1214,512638492,C_0,134.118,4.12405,154.968,1.3233e-17,-1.52779,2.0,0.686596,0.0,2.04179,1.62748e-18,0.0835883,7.25828e-20,"[{""amount"": 2.2922947818814217e-18, ""rate"": 0.1168370519014623}, {""amount"": 1.0940696100429091e-17, ""rate"": 0.1168370519014623}]","[""W_2473"", ""W_1942"", ""W_725"", ""W_2955""]",0,13.6504,6.39158,0.0,2.04179,0.0,4.0,0.0,20.85,7.51951,0.445264
1215,230396625,C_0,135.715,3.95607,156.851,1.25713e-17,1.79183,1.0,1.0,4.96884,0.822116,1.5461e-18,0.0,6.96721e-20,"[{""amount"": 2.1776800427873507e-18, ""rate"": 0.1168370519014623}, {""amount"": 1.0393661295407636e-17, ""rate"": 0.1168370519014623}]","[""W_1942"", ""W_725""]",0,13.5903,6.1988,0.0,0.822116,0.0,2.0,0.0,20.7776,7.2927,0.18086
1216,590482393,C_0,131.549,4.11868,153.298,1.19428e-17,-2.25588,4.5,1.50199,0.0,5.45416,1.4688e-18,0.0511646,6.57857e-20,"[{""amount"": 2.068796040647983e-18, ""rate"": 0.1168370519014623}, {""amount"": 9.873978230637254e-18, ""rate"": 0.1168370519014623}]","[""W_1942"", ""W_725"", ""W_1775"", ""W_918"", ""W_1718"", ""W_1127"", ""W_407"", ""W_739"", ""W_1689""]",0,14.2037,12.0616,1.35301,5.45416,0.8836,9.0,1.35301,21.7493,14.1901,0.18086
