step_no,step_id,cf_id,liquidity,price,equity,debt,profit,production,sales,queue,expected_demand,intresses,labour_demand,lmbda,loans,staff,first_step,capital,capital_avg,invested,planned_production,planned_investment,wage_bill,investment_cost,capital_book,desired_capital
855,580572132,C_0,104.673,3.85135,137.734,1.31487e-09,2.5752,1.5,1.5,4.79475,1.35151,1.61711e-10,0.0,8.13852e-12,"[{""amount"": 2.2776981397198255e-10, ""rate"": 0.1168370519014623}, {""amount"": 1.0871029045720847e-09, ""rate"": 0.1168370519014623}]","[""W_2475"", ""W_2194"", ""W_2546""]",0,16.0157,6.42695,0.0,1.35151,0.0,3.0,0.0,32.5457,7.56112,0.251996
856,3605499,C_0,112.578,3.91626,146.215,1.24913e-09,8.38475,5.0,5.0,2.00935,5.80043,1.53626e-10,0.666459,7.64872e-12,"[{""amount"": 2.1638132327338343e-10, ""rate"": 0.1168370519014623}, {""amount"": 1.0327477593434805e-09, ""rate"": 0.1168370519014623}]","[""W_2475"", ""W_2194"", ""W_2546"", ""W_1786"", ""W_2060"", ""W_2981"", ""W_1854"", ""W_1249"", ""W_1835"", ""W_1403""]",0,15.7154,12.6651,0.0,5.80043,0.0,10.0,0.0,31.9599,14.9001,0.251996
857,837445077,C_0,120.891,4.13357,153.875,1.18667e-09,8.72923,5.0,4.85275,0.0,6.88845,1.45945e-10,0.466459,6.96313e-12,"[{""amount"": 2.0556225710971425e-10, ""rate"": 0.1168370519014623}, {""amount"": 9.811103713763065e-10, ""rate"": 0.1168370519014623}]","[""W_2475"", ""W_2194"", ""W_2546"", ""W_1786"", ""W_2060"", ""W_2981"", ""W_1854"", ""W_1249"", ""W_1835"", ""W_1403""]",0,15.4151,16.8571,0.0,6.88845,4.51308,10.0,9.1457,31.2385,19.8318,0.251996
858,1417988,C_0,112.004,4.36966,143.594,1.12734e-09,-8.12862,5.0,0.486957,0.0,5.05632,1.38647e-10,0.112637,6.38294e-12,"[{""amount"": 1.9528414425422854e-10, ""rate"": 0.1168370519014623}, {""amount"": 9.320548528074911e-10, ""rate"": 0.1168370519014623}]","[""W_2475"", ""W_2194"", ""W_2546"", ""W_1786"", ""W_2060"", ""W_2981"", ""W_1854"", ""W_1249"", ""W_1835"", ""W_1403""]",0,15.6148,15.936,1.01444,5.05632,3.70815,10.0,7.50178,31.5896,18.7483,0.985017
859,520832246,C_0,112.66,4.30499,145.881,1.07097e-09,3.17825,1.0,1.0,0.35481,0.943894,1.31715e-10,0.0,6.32269e-12,"[{""amount"": 1.855199370415171e-10, ""rate"": 0.1168370519014623}, {""amount"": 8.854521101671165e-10, ""rate"": 0.1168370519014623}]","[""W_2475"", ""W_1403""]",0,16.0547,15.4755,1.01324,0.943894,2.95583,2.0,5.99916,32.5847,18.2065,0.181527
860,197987459,C_0,111.77,4.30499,144.141,1.01742e-09,-1.22623,1.0,0.257692,0.0,1.31372,1.25129e-10,0.627436,5.93898e-12,"[{""amount"": 1.7624394018944124e-10, ""rate"": 0.1168370519014623}, {""amount"": 8.411795046587607e-10, ""rate"": 0.1168370519014623}]","[""W_2475"", ""W_1403""]",0,15.9947,9.77201,0.0,1.31372,0.0,2.0,0.0,32.3707,11.4965,0.245728
861,49853629,C_0,112.691,4.21198,145.124,9.66552e-10,0.922633,0.5,0.5,2.9644,0.363295,1.18873e-10,0.0,5.66702e-12,"[{""amount"": 1.6743174317996918e-10, ""rate"": 0.1168370519014623}, {""amount"": 7.991205294258226e-10, ""rate"": 0.1168370519014623}]","[""W_2475""]",0,15.9647,6.38751,0.0,0.363295,0.0,1.0,0.0,32.248,7.51472,0.0682086
862,521611352,C_0,106.691,4.62667,138.581,9.18225e-10,-6.72276,3.0,0.0,0.0,3.15429,1.12929e-10,0.308584,5.36727e-12,"[{""amount"": 1.590601560209707e-10, ""rate"": 0.1168370519014623}, {""amount"": 7.591645029545314e-10, ""rate"": 0.1168370519014623}]","[""W_2475"", ""W_633"", ""W_2481"", ""W_499"", ""W_30"", ""W_1024""]",0,15.7845,8.39556,0.0,3.15429,0.0,6.0,0.0,31.8892,9.87713,0.593333
863,974971368,C_0,107.633,4.27839,139.627,8.72313e-10,0.985642,0.5,0.5,1.06513,0.315429,1.07283e-10,0.0,5.28513e-12,"[{""amount"": 1.511071482199222e-10, ""rate"": 0.1168370519014623}, {""amount"": 7.212062778068049e-10, ""rate"": 0.1168370519014623}]","[""W_2475""]",0,15.7544,8.70228,0.0,0.315429,0.0,1.0,0.0,31.7963,10.238,0.0600105
864,604379375,C_0,108.994,4.27839,141.061,8.28698e-10,1.51014,1.0,0.855971,0.0,1.44016,1.01919e-10,0.880321,5.01039e-12,"[{""amount"": 1.4355179080892608e-10, ""rate"": 0.1168370519014623}, {""amount"": 6.851459639164646e-10, ""rate"": 0.1168370519014623}]","[""W_2475"", ""W_2188""]",0,15.6944,6.70119,0.0,1.44016,0.0,2.0,0.0,31.7658,7.88375,0.274513
865,709439079,C_0,110.536,3.88271,142.585,7.87263e-10,1.70358,1.0,1.0,8.23481,0.91439,9.68226e-11,-0.17122,4.72126e-12,"[{""amount"": 1.3637420126847977e-10, ""rate"": 0.1168370519014623}, {""amount"": 6.508886657206414e-10, ""rate"": 0.1168370519014623}]","[""W_2475"", ""W_2188""]",0,15.6343,4.8521,0.0,0.91439,0.0,2.0,0.0,31.7085,5.70835,0.174962
866,234381261,C_0,109.603,3.99417,151.937,7.479e-10,16.6568,5.0,5.0,3.1665,8.40277,9.19815e-11,0.412459,4.46879e-12,"[{""amount"": 1.2955549120505578e-10, ""rate"": 0.1168370519014623}, {""amount"": 6.183442324346092e-10, ""rate"": 0.1168370519014623}]","[""W_2475"", ""W_2188"", ""W_1755"", ""W_1854"", ""W_2753"", ""W_139"", ""W_570"", ""W_1789"", ""W_1973"", ""W_1907""]",0,19.2503,16.2921,7.57201,8.40277,3.91624,10.0,7.93468,39.0029,19.1672,0.174962
867,731631475,C_0,115.507,4.18268,154.884,7.10505e-10,5.54795,6.0,4.54589,0.0,8.19013,8.73824e-11,0.820674,3.91811e-12,"[{""amount"": 1.2307771664480298e-10, ""rate"": 0.1168370519014623}, {""amount"": 5.874270208128787e-10, ""rate"": 0.1168370519014623}]","[""W_2475"", ""W_2188"", ""W_1755"", ""W_1854"", ""W_2753"", ""W_139"", ""W_570"", ""W_1789"", ""W_1973"", ""W_1907"", ""W_1391"", ""W_1698""]",0,18.8899,20.4081,0.0,8.19013,5.23943,12.0,10.614,38.2669,24.0095,0.174962
868,832527459,C_0,102.035,4.28225,144.796,6.7498e-10,-4.40765,5.0,0.398781,0.0,4.91031,8.30133e-11,0.0,3.64477e-12,"[{""amount"": 1.1692383081256283e-10, ""rate"": 0.1168370519014623}, {""amount"": 5.580556697722348e-10, ""rate"": 0.1168370519014623}]","[""W_2475"", ""W_2188"", ""W_1755"", ""W_1854"", ""W_2753"", ""W_139"", ""W_570"", ""W_1789"", ""W_1973"", ""W_1391""]",0,21.0896,19.213,5.17966,4.91031,4.16576,10.0,8.44632,42.7604,22.6036,0.780612
869,698930800,C_0,103.792,4.16349,146.951,6.41231e-10,2.03318,1.0,1.0,3.47688,0.849934,7.88626e-11,0.0,3.53369e-12,"[{""amount"": 1.1107763927193469e-10, ""rate"": 0.1168370519014623}, {""amount"": 5.30152886283623e-10, ""rate"": 0.1168370519014623}]","[""W_2753"", ""W_1789""]",0,21.0295,17.114,0.0,0.849934,0.0,2.0,0.0,42.7522,20.1342,0.121024
870,973999264,C_0,95.7923,4.56459,138.178,6.09169e-10,-8.85649,4.0,0.0,0.0,4.11418,7.49195e-11,0.228364,3.34034e-12,"[{""amount"": 1.0552375730833795e-10, ""rate"": 0.1168370519014623}, {""amount"": 5.036452419694419e-10, ""rate"": 0.1168370519014623}]","[""W_2753"", ""W_1789"", ""W_1867"", ""W_896"", ""W_1644"", ""W_2457"", ""W_2836"", ""W_2059""]",0,20.7893,15.2791,0.0,4.11418,0.0,8.0,0.0,42.3855,17.9754,0.587502
871,414622474,C_0,95.6673,4.47647,138.091,5.78711e-10,-0.147811,0.5,0.195467,0.0,0.411418,7.11735e-11,0.0,3.31586e-12,"[{""amount"": 1.0024756944292105e-10, ""rate"": 0.1168370519014623}, {""amount"": 4.784629798709698e-10, ""rate"": 0.1168370519014623}]","[""W_1867""]",0,20.7593,13.6455,0.0,0.411418,0.0,1.0,0.0,42.424,16.0536,0.0594291
872,967787394,C_0,96.6369,4.31992,139.104,5.49775e-10,0.951698,0.5,0.5,0.105554,0.217063,6.76148e-11,-0.565875,3.15432e-12,"[{""amount"": 9.523519097077499e-11, ""rate"": 0.1168370519014623}, {""amount"": 4.545398308774213e-10, ""rate"": 0.1168370519014623}]","[""W_1867""]",0,20.7292,7.57352,0.0,0.217063,0.0,1.0,0.0,42.277,8.91002,0.0313999
873,846851487,C_0,97.5868,4.31992,140.026,5.22286e-10,1.0504,0.5,0.5,0.780997,0.566704,6.42341e-11,0.133409,2.97578e-12,"[{""amount"": 9.047343142223624e-11, ""rate"": 0.1168370519014623}, {""amount"": 4.3181283933355027e-10, ""rate"": 0.1168370519014623}]","[""W_1867""]",0,20.6992,4.696,0.0,0.566704,0.0,1.0,0.0,42.2287,5.5247,0.0820973
874,103007783,C_0,96.6876,4.31992,139.125,4.96172e-10,-0.814081,1.0,0.254813,0.0,1.20957,6.10224e-11,0.419136,2.82828e-12,"[{""amount"": 8.594975985112442e-11, ""rate"": 0.1168370519014623}, {""amount"": 4.1022219736687275e-10, ""rate"": 0.1168370519014623}]","[""W_1867"", ""W_2803""]",0,20.6392,4.27142,0.0,1.20957,0.0,2.0,0.0,42.4374,5.0252,0.175482
875,547764514,C_0,97.5246,4.05365,140.136,4.71363e-10,0.949054,0.5,0.5,7.75929,0.350288,5.79713e-11,0.0,2.69337e-12,"[{""amount"": 8.16522718585682e-11, ""rate"": 0.1168370519014623}, {""amount"": 3.897110874985291e-10, ""rate"": 0.1168370519014623}]","[""W_2803""]",0,20.6091,3.63721,0.0,0.350288,0.0,1.0,0.0,42.4214,4.27907,0.0509671
876,5529092,C_0,89.1907,4.26683,131.012,4.47795e-10,-9.61512,5.5,0.624846,0.0,7.46839,5.50727e-11,0.0,2.54957e-12,"[{""amount"": 7.756965826563979e-11, ""rate"": 0.1168370519014623}, {""amount"": 3.7022553312360265e-10, ""rate"": 0.1168370519014623}]","[""W_2803"", ""W_2541"", ""W_1971"", ""W_1609"", ""W_2554"", ""W_2475"", ""W_2190"", ""W_667"", ""W_2674"", ""W_516"", ""W_812""]",0,20.2788,14.2199,0.0,7.46839,0.0,11.0,0.0,41.8214,16.7293,0.0509671
877,360475126,C_0,91.8705,4.15588,133.968,4.25405e-10,2.77027,1.5,1.5,4.27071,1.3092,5.23191e-11,0.0,2.55451e-12,"[{""amount"": 7.36911753523578e-11, ""rate"": 0.1168370519014623}, {""amount"": 3.517142564674225e-10, ""rate"": 0.1168370519014623}]","[""W_1971"", ""W_2475"", ""W_667""]",0,20.1887,15.3682,0.0,1.3092,0.0,3.0,0.0,41.5433,18.0803,0.193874
878,702514709,C_0,89.3872,4.23798,130.364,4.04135e-10,-3.66853,5.0,1.77367,0.0,5.32456,4.97031e-11,0.649119,2.4022e-12,"[{""amount"": 7.000661658473992e-11, ""rate"": 0.1168370519014623}, {""amount"": 3.3412854364405136e-10, ""rate"": 0.1168370519014623}]","[""W_1971"", ""W_2475"", ""W_667"", ""W_2774"", ""W_2982"", ""W_2719"", ""W_2667"", ""W_1624"", ""W_1343"", ""W_958""]",0,19.8884,16.3488,0.0,5.32456,0.0,10.0,0.0,40.9767,19.2339,0.792011
879,922944702,C_0,93.6821,4.31143,135.26,3.83928e-10,4.58627,2.5,2.3686,0.0,2.12876,4.7218e-11,0.0,2.31967e-12,"[{""amount"": 6.650628575550292e-11, ""rate"": 0.1168370519014623}, {""amount"": 3.174221164618488e-10, ""rate"": 0.1168370519014623}]","[""W_1971"", ""W_2475"", ""W_667"", ""W_1624"", ""W_958""]",0,19.7382,15.6819,0.0,2.12876,0.0,5.0,0.0,40.6602,18.4493,0.321426
880,269425077,C_0,95.1208,4.3062,135.935,3.64732e-10,1.28181,2.5,1.55476,0.0,2.34462,4.48571e-11,-0.310766,2.16267e-12,"[{""amount"": 6.318097146772777e-11, ""rate"": 0.1168370519014623}, {""amount"": 3.015510106387563e-10, ""rate"": 0.1168370519014623}]","[""W_1971"", ""W_2475"", ""W_667"", ""W_1624"", ""W_958""]",0,19.5881,11.5947,0.0,2.34462,0.0,5.0,0.0,40.5578,13.6408,0.356713
881,133501912,C_0,98.4989,4.05409,139.578,3.46495e-10,3.65062,2.0,2.0,5.57056,1.63375,4.26142e-11,0.0,2.04039e-12,"[{""amount"": 6.002192289434139e-11, ""rate"": 0.1168370519014623}, {""amount"": 2.864734601068185e-10, ""rate"": 0.1168370519014623}]","[""W_1971"", ""W_2475"", ""W_1624"", ""W_958""]",0,19.468,9.55111,0.0,1.63375,0.0,4.0,0.0,40.3492,11.2366,0.250466
882,315277732,C_0,108.682,4.06234,150.549,3.29171e-10,10.9526,6.0,6.0,2.77851,6.97688,4.04835e-11,0.965674,1.91153e-12,"[{""amount"": 5.702082674962431e-11, ""rate"": 0.1168370519014623}, {""amount"": 2.721497871014776e-10, ""rate"": 0.1168370519014623}]","[""W_1971"", ""W_2475"", ""W_1624"", ""W_958"", ""W_2982"", ""W_1657"", ""W_2125"", ""W_1147"", ""W_1560"", ""W_56"", ""W_2316"", ""W_1395""]",0,19.1076,16.1428,0.0,6.97688,0.0,12.0,0.0,39.676,18.9915,0.250466
883,583576855,C_0,106.414,4.28164,145.506,3.12712e-10,-3.60391,6.0,2.27284,0.0,8.59835,3.84593e-11,0.725674,1.73346e-12,"[{""amount"": 5.41697854121431e-11, ""rate"": 0.1168370519014623}, {""amount"": 2.5854229774640373e-10, ""rate"": 0.1168370519014623}]","[""W_1971"", ""W_2475"", ""W_1624"", ""W_958"", ""W_2982"", ""W_1657"", ""W_2125"", ""W_1147"", ""W_1560"", ""W_56"", ""W_2316"", ""W_1395""]",0,18.7473,21.2523,0.0,8.59835,6.39517,12.0,13.3353,39.0921,25.0027,0.250466
884,877910671,C_0,98.4947,3.97443,150.386,2.97076e-10,15.2884,3.0,3.0,6.18138,2.90539,3.65364e-11,0.0,1.6851e-12,"[{""amount"": 5.146129614153594e-11, ""rate"": 0.1168370519014623}, {""amount"": 2.4561518285908357e-10, ""rate"": 0.1168370519014623}]","[""W_1971"", ""W_1624"", ""W_2125"", ""W_1147"", ""W_1560"", ""W_1395""]",0,23.382,19.6352,10.7847,2.90539,4.81495,6.0,10.056,48.8335,23.1002,0.465396
885,377886697,C_0,102.207,4.21442,150.55,2.82223e-10,2.28087,7.5,4.54823,0.0,8.55378,3.47095e-11,0.572429,1.5024e-12,"[{""amount"": 4.8888231334459144e-11, ""rate"": 0.1168370519014623}, {""amount"": 2.333344237161294e-10, ""rate"": 0.1168370519014623}]","[""W_1971"", ""W_1624"", ""W_2125"", ""W_1147"", ""W_1560"", ""W_1395"", ""W_453"", ""W_1462"", ""W_637"", ""W_26"", ""W_2859"", ""W_335"", ""W_1833"", ""W_872"", ""W_1201""]",0,22.9316,23.6034,0.0,8.55378,4.9421,15.0,10.3203,47.8868,27.7687,0.465396
886,105516060,C_0,91.1641,4.56136,139.698,2.68112e-10,-9.98284,5.0,0.0,0.0,4.94879,3.29741e-11,0.0,1.41696e-12,"[{""amount"": 4.6443819767736187e-11, ""rate"": 0.1168370519014623}, {""amount"": 2.2166770253032291e-10, ""rate"": 0.1168370519014623}]","[""W_1971"", ""W_2125"", ""W_1147"", ""W_1560"", ""W_1395"", ""W_453"", ""W_637"", ""W_26"", ""W_335"", ""W_1201""]",0,23.1313,23.063,1.04261,4.94879,4.744,10.0,9.95386,48.534,27.1329,0.648068
887,53868969,C_0,91.5389,4.49675,140.211,2.54706e-10,0.449282,0.5,0.325711,0.0,0.494879,3.13254e-11,0.0,1.41567e-12,"[{""amount"": 4.412162877934938e-11, ""rate"": 0.1168370519014623}, {""amount"": 2.1058431740380677e-10, ""rate"": 0.1168370519014623}]","[""W_1201""]",0,23.1012,19.039,0.0,0.494879,0.0,1.0,0.0,48.5818,22.3988,0.0642473
888,126639136,C_0,92.4628,4.2272,141.132,2.41971e-10,0.948453,0.5,0.5,2.0851,0.342628,2.97591e-11,-0.314744,1.34555e-12,"[{""amount"": 4.191554734038191e-11, ""rate"": 0.1168370519014623}, {""amount"": 2.0005510153361642e-10, ""rate"": 0.1168370519014623}]","[""W_1201""]",0,23.0712,10.2702,0.0,0.342628,0.0,1.0,0.0,48.4798,12.0826,0.0445393
889,749102022,C_0,89.3764,4.63672,137.766,2.29872e-10,-3.42937,2.0,0.197034,0.0,2.36086,2.82711e-11,0.721711,1.27189e-12,"[{""amount"": 3.9819769973362814e-11, ""rate"": 0.1168370519014623}, {""amount"": 1.900523464569356e-10, ""rate"": 0.1168370519014623}]","[""W_1201"", ""W_1088"", ""W_1055"", ""W_98""]",0,22.9511,9.01666,0.0,2.36086,0.0,4.0,0.0,48.3901,10.6078,0.307294
890,639944429,C_0,88.3764,4.54025,136.873,2.18379e-10,-0.956697,0.5,0.0,0.0,0.413417,2.68576e-11,0.0,1.23631e-12,"[{""amount"": 3.7828781474694675e-11, ""rate"": 0.1168370519014623}, {""amount"": 1.8054972913408883e-10, ""rate"": 0.1168370519014623}]","[""W_1201""]",0,22.9211,7.51133,0.0,0.413417,0.0,1.0,0.0,48.4969,8.83686,0.0540929
891,298744053,C_0,87.9863,4.45373,136.292,2.0746e-10,-0.644738,0.5,0.136942,0.0,0.0413417,2.55147e-11,-0.917317,1.17887e-12,"[{""amount"": 3.593734240095994e-11, ""rate"": 0.1168370519014623}, {""amount"": 1.715222426773844e-10, ""rate"": 0.1168370519014623}]","[""W_1201""]",0,22.891,4.50642,0.0,0.0413417,0.0,1.0,0.0,48.3057,5.30167,0.00541638
892,75644311,C_0,88.8352,4.24321,137.72,1.97087e-10,1.36371,0.5,0.5,1.40847,0.127382,2.4239e-11,-0.745235,1.12626e-12,"[{""amount"": 3.4140475280911946e-11, ""rate"": 0.1168370519014623}, {""amount"": 1.6294613054351517e-10, ""rate"": 0.1168370519014623}]","[""W_1201""]",0,22.861,3.00396,0.0,0.127382,0.0,1.0,0.0,48.6116,3.53407,0.0167109
893,740576705,C_0,91.6056,4.24321,140.61,1.87232e-10,2.97177,1.5,1.5,0.829595,1.73036,2.3027e-11,0.460724,1.06486e-12,"[{""amount"": 3.2433451516866345e-11, ""rate"": 0.1168370519014623}, {""amount"": 1.5479882401633942e-10, ""rate"": 0.1168370519014623}]","[""W_1201"", ""W_1347"", ""W_1768""]",0,22.7709,4.36755,0.0,1.73036,0.0,3.0,0.0,48.4101,5.1383,0.227299
894,338624202,C_0,95.2937,4.24321,144.263,1.77871e-10,3.9918,2.0,2.0,0.000285844,2.26967,2.18757e-11,0.539343,9.98164e-13,"[{""amount"": 3.0811778941023025e-11, ""rate"": 0.1168370519014623}, {""amount"": 1.4705888281552245e-10, ""rate"": 0.1168370519014623}]","[""W_1201"", ""W_1347"", ""W_1768"", ""W_1""]",0,22.6508,5.68167,0.0,2.26967,0.0,4.0,0.0,48.1709,6.68431,0.299322
895,845900513,C_0,98.9972,4.24321,147.634,1.68977e-10,3.91463,2.0,2.0,0.631136,2.02722,2.07819e-11,0.0544488,9.30804e-13,"[{""amount"": 2.927118999397187e-11, ""rate"": 0.1168370519014623}, {""amount"": 1.3970593867474632e-10, ""rate"": 0.1168370519014623}]","[""W_1201"", ""W_1347"", ""W_1768"", ""W_1""]",0,22.5307,5.84426,0.0,2.02722,0.0,4.0,0.0,47.8543,6.87561,0.268766
896,605404496,C_0,103.579,4.24321,152.305,1.60528e-10,5.13342,2.5,2.5,1.85541,2.57074,1.97428e-11,0.14149,8.70434e-13,"[{""amount"": 2.7807630494273278e-11, ""rate"": 0.1168370519014623}, {""amount"": 1.32720641741009e-10, ""rate"": 0.1168370519014623}]","[""W_1201"", ""W_1347"", ""W_1768"", ""W_1"", ""W_2014""]",0,22.3805,6.87279,0.0,2.57074,0.0,5.0,0.0,47.6997,8.08563,0.342642
897,468550530,C_0,99.1351,4.65772,146.244,1.52502e-10,-5.54583,4.0,0.763591,0.0,4.17694,1.87556e-11,0.353882,8.0608e-13,"[{""amount"": 2.6417248969559614e-11, ""rate"": 0.1168370519014623}, {""amount"": 1.2608460965395856e-10, ""rate"": 0.1168370519014623}]","[""W_1201"", ""W_1347"", ""W_1768"", ""W_1"", ""W_2014"", ""W_2646"", ""W_2894"", ""W_2880""]",0,22.1403,9.97604,0.0,4.17694,0.0,8.0,0.0,47.1084,11.7365,0.560459
898,840712933,C_0,98.0412,4.52613,145.198,1.44877e-10,-1.23858,1.5,0.421128,0.0,1.10493,1.78179e-11,0.0,7.87625e-13,"[{""amount"": 2.5096386521081632e-11, ""rate"": 0.1168370519014623}, {""amount"": 1.1978037917126063e-10, ""rate"": 0.1168370519014623}]","[""W_1201"", ""W_1"", ""W_2894""]",0,22.0502,10.994,0.0,1.10493,0.0,3.0,0.0,47.1564,12.9342,0.149867
899,907142043,C_0,98.9805,4.24276,146.172,1.37633e-10,0.91037,0.5,0.5,4.10799,0.489508,1.6927e-11,0.0,7.51032e-13,"[{""amount"": 2.384156719502755e-11, ""rate"": 0.1168370519014623}, {""amount"": 1.137913602126976e-10, ""rate"": 0.1168370519014623}]","[""W_1201""]",0,22.0202,7.74927,0.0,0.489508,0.0,1.0,0.0,47.0095,9.11678,0.0666657
900,786027403,C_0,93.77,4.39585,140.519,1.30751e-10,-5.98621,4.0,0.634575,0.0,4.19614,1.60806e-11,0.392279,7.13248e-13,"[{""amount"": 2.2649488835276173e-11, ""rate"": 0.1168370519014623}, {""amount"": 1.0810179220206272e-10, ""rate"": 0.1168370519014623}]","[""W_1201"", ""W_1842"", ""W_859"", ""W_1857"", ""W_1450"", ""W_2660"", ""W_2425"", ""W_2690""]",0,21.7799,10.7935,0.0,4.19614,0.0,8.0,0.0,46.7495,12.6983,0.572249
901,39701578,C_0,95.711,4.37888,142.838,1.24214e-10,2.18944,1.0,1.0,0.251186,0.990732,1.52766e-11,0.0,6.99096e-13,"[{""amount"": 2.1517014393512363e-11, ""rate"": 0.1168370519014623}, {""amount"": 1.0269670259195958e-10, ""rate"": 0.1168370519014623}]","[""W_2425"", ""W_2690""]",0,21.7199,11.4028,0.0,0.990732,0.0,2.0,0.0,46.6891,13.415,0.136601
902,262179863,C_0,97.6152,4.37888,144.904,1.18003e-10,2.37358,1.0,1.0,0.151376,1.22514,1.45128e-11,0.450282,6.5805e-13,"[{""amount"": 2.0441163673836745e-11, ""rate"": 0.1168370519014623}, {""amount"": 9.75618674623616e-11, ""rate"": 0.1168370519014623}]","[""W_2425"", ""W_2690""]",0,21.6598,7.58004,0.0,1.22514,0.0,2.0,0.0,46.8136,8.9177,0.169389
903,638449019,C_0,99.5886,4.37888,146.168,1.12103e-10,1.61093,1.0,0.980981,0.0,1.15875,1.37871e-11,0.317505,6.18783e-13,"[{""amount"": 1.941910549014491e-11, ""rate"": 0.1168370519014623}, {""amount"": 9.268377408924351e-11, ""rate"": 0.1168370519014623}]","[""W_2425"", ""W_2690""]",0,21.5997,5.51882,0.0,1.15875,0.0,2.0,0.0,46.2576,6.49272,0.160654
904,745304117,C_0,101.466,4.31533,148.166,1.06498e-10,2.19109,1.0,1.0,3.60224,0.998758,1.30978e-11,-0.00248458,5.82269e-13,"[{""amount"": 1.8448150215637662e-11, ""rate"": 0.1168370519014623}, {""amount"": 8.804958538478133e-11, ""rate"": 0.1168370519014623}]","[""W_2425"", ""W_2690""]",0,21.5397,4.26091,0.0,0.998758,0.0,2.0,0.0,46.2624,5.01283,0.138857
905,802257059,C_0,107.419,4.31533,154.316,1.01173e-10,6.07226,4.0,3.51482,0.0,4.24189,1.24429e-11,0.48378,5.47876e-13,"[{""amount"": 1.7525742704855778e-11, ""rate"": 0.1168370519014623}, {""amount"": 8.364710611554227e-11, ""rate"": 0.1168370519014623}]","[""W_2425"", ""W_2690"", ""W_1202"", ""W_1952"", ""W_516"", ""W_92"", ""W_327"", ""W_2949""]",0,21.2994,9.04072,0.0,4.24189,0.0,8.0,0.0,45.6823,10.6361,0.591393
906,432345846,C_0,114.105,4.03899,160.967,9.61142e-11,7.34814,4.0,4.0,7.16441,3.58753,1.18207e-11,-0.824939,5.07993e-13,"[{""amount"": 1.6649455569612988e-11, ""rate"": 0.1168370519014623}, {""amount"": 7.946475080976516e-11, ""rate"": 0.1168370519014623}]","[""W_2425"", ""W_2690"", ""W_1202"", ""W_1952"", ""W_516"", ""W_92"", ""W_327"", ""W_2949""]",0,21.0592,10.5264,0.0,3.58753,0.0,8.0,0.0,45.3923,12.384,0.505805
907,523332669,C_0,126.597,4.16602,173.754,9.13085e-11,13.35,7.0,7.0,2.68064,10.4067,1.12297e-11,0.0254294,4.68761e-13,"[{""amount"": 1.581698279113234e-11, ""rate"": 0.1168370519014623}, {""amount"": 7.54915132692769e-11, ""rate"": 0.1168370519014623}]","[""W_2425"", ""W_2690"", ""W_1202"", ""W_1952"", ""W_516"", ""W_92"", ""W_327"", ""W_2949"", ""W_193"", ""W_1569"", ""W_1380"", ""W_861"", ""W_1829"", ""W_2049""]",0,20.6388,22.0266,0.0,10.4067,5.37267,14.0,11.5807,44.4864,25.9136,0.505805
908,85644159,C_0,94.8737,4.40754,162.851,8.67431e-11,12.6401,6.87271,1.49064,0.0,9.75325,1.06682e-11,-0.254571,4.2326e-13,"[{""amount"": 1.5026133651575722e-11, ""rate"": 0.1168370519014623}, {""amount"": 7.171693760581305e-11, ""rate"": 0.1168370519014623}]","[""W_2425"", ""W_2690"", ""W_1202"", ""W_1952"", ""W_516"", ""W_92"", ""W_327"", ""W_2949"", ""W_193"", ""W_1569"", ""W_1380"", ""W_861"", ""W_1829"", ""W_2049""]",0,30.2458,25.5488,21.7656,9.75325,10.0198,14.0,21.682,65.4496,30.0574,0.505805
909,846994503,C_0,99.5028,4.26998,165.879,8.24059e-11,5.22954,2.5,2.5,2.51625,2.3169,1.01348e-11,0.0,3.84965e-13,"[{""amount"": 1.4274826968996935e-11, ""rate"": 0.1168370519014623}, {""amount"": 6.81310907255224e-11, ""rate"": 0.1168370519014623}]","[""W_2690"", ""W_516"", ""W_2949"", ""W_861"", ""W_2049""]",0,30.0956,23.0938,0.0,2.3169,0.0,5.0,0.0,65.3301,27.1692,0.230038
910,502866404,C_0,92.4604,4.67417,156.948,7.82856e-11,-8.46978,4.5,0.418822,0.0,4.74632,9.62806e-12,0.492635,3.59631e-13,"[{""amount"": 1.3561085620547088e-11, ""rate"": 0.1168370519014623}, {""amount"": 6.472453618924628e-11, ""rate"": 0.1168370519014623}]","[""W_2690"", ""W_516"", ""W_2949"", ""W_861"", ""W_2049"", ""W_2075"", ""W_882"", ""W_2798"", ""W_1273""]",0,29.8253,19.0788,0.0,4.74632,0.0,9.0,0.0,64.4871,22.4456,0.473598
911,456771510,C_0,91.0843,4.63973,155.697,7.43713e-11,-1.38102,1.0,0.134462,0.0,0.851572,9.14666e-12,0.0,3.53979e-13,"[{""amount"": 1.2883031339519733e-11, ""rate"": 0.1168370519014623}, {""amount"": 6.148830937978396e-11, ""rate"": 0.1168370519014623}]","[""W_2075"", ""W_2798""]",0,29.7653,16.2962,0.0,0.851572,0.0,2.0,0.0,64.6126,19.1719,0.0857416
